Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025587.5038	-4.6450	28.3373	31.6157	-1.5435	8.5740	3.8028	-0.8705	-0.4019	-0.1432	3509025587.5140	-2.2870	19.7167	22.7061	-0.3706	9.3278	0.0960	-0.3846	-0.8828	0.3204	3509025587.4799	7.8940	0.6190	-2.6879	2.0024	5.1257	-7.8936	-0.0503	-0.1292	1.0308	3509025587.5112	-45.3237	134.3587	38.7799	3.4611	9.2208	4.7574	0.1098	-0.4218	-0.5785	43056.6406	3509025587.4993	3509025544.4427	-25.8318	27.6769	90.9032	1.1846	3.3749	1.1551	-0.1816	-0.7532	-0.2842	43056.6406	3509025587.5042	3509025544.4476	-138.7137	90.0077	44.6588	-2.5901	-2.1301	-7.1655	-0.0700	1.0189	0.3169	43056.6406	3509025587.5190	3509025544.4623	10.0671	45.4669	28.6169	-1.8860	8.4789	-2.4092	-0.2931	-0.6992	-0.1959	0.0000	0.0000
3509025587.5136	-4.6450	28.3373	31.6157	-0.5068	9.0322	3.8630	-0.8838	-0.4505	-0.1540	3509025587.5237	-2.2870	19.7167	22.7061	-0.7687	9.5603	-0.0659	-0.3846	-0.8828	0.3204	3509025587.4897	7.9114	7.5292	-3.8810	2.0803	5.0465	-7.9704	-0.0624	-0.1479	0.9912	3509025587.5209	19.9755	76.4147	25.2943	3.6848	8.9153	3.9090	0.1294	-0.4362	-0.5878	43066.4062	3509025587.5091	3509025544.4427	-25.8318	27.6769	90.9032	2.0452	3.9937	0.8329	-0.1490	-0.7191	-0.2779	43066.4062	3509025587.5140	3509025544.4476	-138.7137	90.0077	44.6588	-2.9112	-0.9093	-7.7408	-0.0700	1.1092	0.3286	43066.4062	3509025587.5287	3509025544.4623	8.7777	63.8262	32.0174	-1.8072	8.5546	-2.4877	-0.2839	-0.6686	-0.2051	0.0000	0.0000
3509025587.5234	-4.6450	28.3373	31.6157	-0.5053	9.0322	4.0134	-0.8610	-0.3942	-0.1497	3509025587.5335	-2.7459	20.5814	16.5522	-0.7687	10.0301	0.0820	-0.3846	-0.8301	0.3075	3509025587.4994	7.9114	7.5292	-3.8810	1.9246	5.2034	-7.9704	-0.0563	-0.1146	1.0242	3509025587.5307	19.9755	76.4147	25.2943	3.1409	8.3043	3.6889	0.1216	-0.3868	-0.5808	43076.1719	3509025587.5188	3509025544.4427	-25.8318	27.6769	90.9032	2.9841	4.7062	2.0900	-0.1224	-0.7277	-0.2758	43076.1719	3509025587.5238	3509025544.4476	-169.4142	65.6666	89.9554	-4.0194	0.3903	-8.2222	-0.0660	1.0924	0.3732	43076.1719	3509025587.5385	3509025544.4623	8.7777	63.8262	32.0174	-1.6480	8.5546	-2.4877	-0.2764	-0.7031	-0.2051	0.0000	0.0000
3509025587.5331	-5.5686	70.8136	27.3528	-0.1896	9.1086	3.7087	-0.8686	-0.4136	-0.1475	3509025587.5433	-2.7459	20.5814	16.5522	-0.4502	10.1065	-0.0768	-0.3846	-0.8574	0.3204	3509025587.5092	7.9114	7.5292	-3.8810	2.0803	5.1257	-7.8944	-0.0563	-0.1146	1.0242	3509025587.5405	19.9755	76.4147	25.2943	2.5985	7.8461	3.6217	0.1216	-0.3868	-0.5808	43085.9375	3509025587.5286	3509025544.4427	-54.0536	62.1789	140.8883	3.5318	5.2552	2.5586	-0.1224	-0.7277	-0.2758	43085.9375	3509025587.5335	3509025544.4476	-169.4142	65.6666	89.9554	-5.0465	1.5407	-8.4635	-0.0800	1.0651	0.3850	43085.9375	3509025587.5482	3509025544.4623	8.7777	63.8262	32.0174	-1.8025	8.4063	-2.0197	-0.2672	-0.6877	-0.2097	0.0000	0.0000
3509025587.5429	-5.5686	70.8136	27.3528	-0.0324	9.0322	3.4823	-0.8590	-0.3864	-0.1475	3509025587.5530	-2.7459	20.5814	16.5522	0.0274	9.8717	-0.1508	-0.3846	-0.8574	0.3204	3509025587.5190	7.9114	7.5292	-3.8810	2.0803	4.8897	-7.9689	-0.0503	-0.1417	1.0330	3509025587.5502	33.6599	28.6489	3.2112	2.2867	7.6169	3.3955	0.1255	-0.3868	-0.5785	43095.7031	3509025587.5384	3509025544.4427	-54.0536	62.1789	140.8883	3.6883	5.5639	2.3184	-0.1061	-0.7596	-0.2758	43095.7031	3509025587.5433	3509025544.4476	-169.4142	65.6666	89.9554	-5.5227	2.7663	-8.7969	-0.0800	1.0651	0.3850	43095.7031	3509025587.5580	3509025544.4623	8.7777	63.8262	32.0174	-1.8860	8.2495	-2.4069	-0.2727	-0.7107	-0.2120	0.0000	0.0000
3509025587.5527	-5.5686	70.8136	27.3528	-0.0339	8.7267	3.3349	-0.8629	-0.4155	-0.1649	3509025587.5628	-8.0600	24.6784	13.2642	0.1866	9.4807	-0.2216	-0.3788	-0.9043	0.3204	3509025587.5287	3.7749	0.7648	-7.9212	2.4696	5.2779	-8.3608	-0.0744	-0.1125	0.9890	3509025587.5600	33.6599	28.6489	3.2112	1.9726	7.2351	2.9393	0.1294	-0.4383	-0.5995	43105.4687	3509025587.5481	3509025544.4427	-54.0536	62.1789	140.8883	3.3753	5.9535	2.3936	-0.0755	-0.7511	-0.2484	43105.4687	3509025587.5531	3509025544.4476	-169.4142	65.6666	89.9554	-5.8422	4.2212	-9.2176	-0.0800	1.1828	0.4085	43105.4687	3509025587.5678	3509025544.4623	-1.6493	73.1194	26.7367	-2.2044	8.0966	-2.4054	-0.2746	-0.6667	-0.2189	0.0000	0.0000
3509025587.5624	-6.3928	67.9375	19.9300	-0.1151	8.8031	3.1846	-0.8571	-0.4330	-0.1757	3509025587.5726	-8.0600	24.6784	13.2642	-0.2910	9.2482	-0.0597	-0.3750	-0.8340	0.3118	3509025587.5385	3.7749	0.7648	-7.9212	2.0803	5.1257	-7.8944	-0.0724	-0.1271	1.0044	3509025587.5698	33.6599	28.6489	3.2112	1.7374	6.9296	2.6359	0.1333	-0.3951	-0.5972	43115.2344	3509025587.5579	3509025544.4427	-89.0374	74.0525	177.4751	2.5929	6.5747	2.3083	-0.0755	-0.7511	-0.2484	43115.2344	3509025587.5628	3509025544.4476	-200.3805	104.6641	127.3990	-5.9992	5.4546	-9.1595	-0.0660	1.1555	0.4531	43115.2344	3509025587.5775	3509025544.4623	-1.6493	73.1194	26.7367	-2.2832	8.3268	-2.3299	-0.2839	-0.6935	-0.2120	0.0000	0.0000
3509025587.5722	-6.3928	67.9375	19.9300	-0.1963	9.0322	3.0327	-0.8648	-0.4602	-0.1800	3509025587.5823	-8.0600	24.6784	13.2642	-0.7687	9.1717	0.0991	-0.3942	-0.8711	0.3097	3509025587.5483	3.7749	0.7648	-7.9212	1.9246	5.0473	-7.8920	-0.0724	-0.1271	1.0044	3509025587.5795	34.2875	47.1915	-17.7917	1.8913	7.0060	2.5564	0.1333	-0.3951	-0.5972	43125.0000	3509025587.5677	3509025544.4427	-89.0374	74.0525	177.4751	1.7323	7.1968	2.3021	-0.0286	-0.7617	-0.2379	43125.0000	3509025587.5726	3509025544.4476	-200.3805	104.6641	127.3990	-5.8395	6.5371	-8.9455	-0.0740	1.1702	0.4812	43125.0000	3509025587.5873	3509025544.4623	-1.6493	73.1194	26.7367	-2.3613	8.5577	-2.1767	-0.2579	-0.7050	-0.2281	0.0000	0.0000
3509025587.5820	-6.3928	67.9375	19.9300	-0.0354	9.0322	3.1815	-0.8590	-0.4330	-0.1779	3509025587.5921	-8.9893	29.0111	10.1943	-1.0075	9.2482	-0.0597	-0.3942	-0.8711	0.3097	3509025587.5580	4.3776	2.9634	-0.8200	2.1582	5.2049	-7.8191	-0.0724	-0.1625	1.0308	3509025587.5893	34.2875	47.1915	-17.7917	2.2040	6.9296	2.8628	0.1314	-0.4053	-0.5995	43134.7656	3509025587.5774	3509025544.4427	-89.0374	74.0525	177.4751	1.1846	8.1299	2.2928	0.0000	-0.7872	-0.2358	43134.7656	3509025587.5824	3509025544.4476	-200.3805	104.6641	127.3990	-7.0217	7.6923	-8.9450	-0.0740	1.1702	0.4812	43134.7656	3509025587.5971	3509025544.4623	-6.7892	79.0828	20.8050	-2.4425	8.6326	-2.3330	-0.2635	-0.7261	-0.2235	0.0000	0.0000
3509025587.5917	-5.9159	65.4473	16.5200	-0.0347	9.0322	3.2567	-0.8571	-0.4544	-0.1844	3509025587.6018	-8.9893	29.0111	10.1943	-1.0075	9.1686	-0.2153	-0.3673	-0.8750	0.3183	3509025587.5678	4.3776	2.9634	-0.8200	2.0024	5.0473	-7.8928	-0.0744	-0.1417	0.9890	3509025587.5991	34.2875	47.1915	-17.7917	2.5173	7.0823	3.2442	0.1333	-0.3992	-0.6089	43144.5312	3509025587.5872	3509025544.4427	-101.4207	148.8057	199.2366	1.1064	9.2224	2.6769	0.0449	-0.7787	-0.2063	43144.5312	3509025587.5921	3509025544.4476	-211.4456	136.9579	141.5328	-9.0700	8.6956	-8.8445	-0.0940	1.2416	0.4930	43144.5312	3509025587.6068	3509025544.4623	-6.7892	79.0828	20.8050	-2.2810	8.7114	-2.1005	-0.2672	-0.6858	-0.2235	0.0000	0.0000
3509025587.6015	-5.9159	65.4473	16.5200	-0.1121	8.8795	3.4846	-0.8667	-0.4019	-0.1887	3509025587.6116	-8.9893	29.0111	10.1943	-0.9279	9.0937	0.1007	-0.3788	-0.8613	0.3032	3509025587.5776	4.3776	2.9634	-0.8200	2.0803	5.2041	-7.8952	-0.0744	-0.1417	0.9890	3509025587.6088	20.6643	82.4706	-34.8116	2.5947	7.1587	3.2426	0.1059	-0.4383	-0.5995	43154.2969	3509025587.5970	3509025544.4427	-101.4207	148.8057	199.2366	1.1846	10.0809	2.9844	0.0449	-0.7787	-0.2063	43154.2969	3509025587.6019	3509025544.4476	-211.4456	136.9579	141.5328	-10.3302	9.8524	-8.7628	-0.0720	1.2962	0.5704	43154.2969	3509025587.6166	3509025544.4623	-6.7892	79.0828	20.8050	-2.1194	8.5608	-1.8657	-0.2560	-0.6916	-0.2258	0.0000	0.0000
3509025587.6113	-5.9159	65.4473	16.5200	0.1277	8.8795	3.5574	-0.8533	-0.4350	-0.1931	3509025587.6214	-8.9893	29.0111	10.1943	-0.4502	9.2498	0.0976	-0.3942	-0.8633	0.3140	3509025587.5873	0.3116	2.7468	-0.9943	2.2360	5.1280	-7.6655	-0.0704	-0.1229	0.9802	3509025587.6186	20.6643	82.4706	-34.8116	2.6728	7.6933	3.3137	0.1059	-0.4383	-0.5995	43164.0625	3509025587.6067	3509025544.4427	-101.4207	148.8057	199.2366	1.1064	11.4035	3.0502	0.1000	-0.7787	-0.1937	43164.0625	3509025587.6117	3509025544.4476	-211.4456	136.9579	141.5328	-10.8781	11.1693	-8.3802	-0.1000	1.2857	0.5822	43164.0625	3509025587.6264	3509025544.4623	0.3242	86.1056	14.1710	-2.0398	8.1785	-1.8619	-0.2412	-0.6916	-0.2396	0.0000	0.0000
3509025587.6210	-5.9159	65.4473	16.5200	0.2044	8.9558	3.2550	-0.8438	-0.3942	-0.1866	3509025587.6311	-12.5311	44.7031	10.6840	-0.1318	9.2419	-0.6885	-0.3942	-0.8633	0.3140	3509025587.5971	0.3116	2.7468	-0.9943	2.3139	5.2848	-7.6678	-0.0563	-0.1583	1.0088	3509025587.6284	20.6643	82.4706	-34.8116	2.2077	8.1516	3.2366	0.1510	-0.3848	-0.5972	43173.8281	3509025587.6165	3509025544.4427	-111.0983	215.2177	203.5919	1.4193	12.2628	3.4366	0.1184	-0.8064	-0.1832	43173.8281	3509025587.6214	3509025544.4476	-193.4947	192.0364	160.4435	-11.1800	12.2743	-7.0430	-0.1000	1.2857	0.5822	43173.8281	3509025587.6361	3509025544.4623	0.3242	86.1056	14.1710	-1.8798	8.4087	-1.7864	-0.2393	-0.6973	-0.2442	0.0000	0.0000
3509025587.6308	-12.7507	63.6746	15.3158	0.7623	8.9558	3.2495	-0.8400	-0.4175	-0.1931	3509025587.6409	-12.5311	44.7031	10.6840	0.8234	9.5532	-0.7734	-0.3692	-0.8633	0.3097	3509025587.6069	0.3116	2.7468	-0.9943	2.0803	5.2041	-7.8952	-0.0443	-0.1479	0.9758	3509025587.6381	20.6643	82.4706	-34.8116	1.4277	8.6862	2.6214	0.1510	-0.4012	-0.6136	43183.5937	3509025587.6263	3509025544.4427	-111.0983	215.2177	203.5919	1.4193	12.8856	3.5094	0.1184	-0.8064	-0.1832	43183.5937	3509025587.6312	3509025544.4476	-193.4947	192.0364	160.4435	-11.4771	12.8499	-5.2178	-0.0960	1.3992	0.5915	43183.5937	3509025587.6459	3509025544.4623	0.3242	86.1056	14.1710	-1.8018	8.4836	-1.9427	-0.2263	-0.7146	-0.2465	0.0000	0.0000
3509025587.6406	-12.7507	63.6746	15.3158	1.0035	9.4141	3.4681	-0.8629	-0.4699	-0.1996	3509025587.6507	-12.5311	44.7031	10.6840	0.5846	10.1759	-0.9431	-0.3769	-0.8340	0.2882	3509025587.6166	0.3116	2.7468	-0.9943	1.9246	5.1273	-7.7392	-0.0443	-0.1479	0.9758	3509025587.6479	-6.9034	-69.2895	-11.9680	-0.2035	8.8389	2.0186	0.1510	-0.4012	-0.6136	43193.3594	3509025587.6360	3509025544.4427	-111.0983	215.2177	203.5919	0.4804	12.9587	3.0346	0.1796	-0.7702	-0.1474	43193.3594	3509025587.6410	3509025544.4476	-193.4947	192.0364	160.4435	-11.8545	13.7303	-3.5562	-0.1080	1.4076	0.6620	43193.3594	3509025587.6557	3509025544.4623	0.5323	96.8670	13.6778	-1.9602	8.5608	-1.8657	-0.2134	-0.6705	-0.2419	0.0000	0.0000
3509025587.6503	-12.7507	63.6746	15.3158	1.2411	9.9487	3.3100	-0.8476	-0.4757	-0.2039	3509025587.6604	-4.4082	28.0989	7.1182	0.3458	10.1767	-0.8645	-0.4000	-0.8691	0.3032	3509025587.6264	-5.0796	2.7004	-0.5760	2.0803	5.0473	-7.8936	-0.0664	-0.1500	0.9670	3509025587.6576	-6.9034	-69.2895	-11.9680	-1.7566	9.2971	1.4891	0.1137	-0.4280	-0.6089	43203.1250	3509025587.6458	3509025544.4427	-111.0983	215.2177	203.5919	-0.3020	12.8071	3.4312	0.2245	-0.7468	-0.1137	43203.1250	3509025587.6507	3509025544.4476	-193.4947	192.0364	160.4435	-11.9963	14.3781	-1.9743	-0.1240	1.4391	0.6831	43203.1250	3509025587.6654	3509025544.4623	0.5323	96.8670	13.6778	-2.2779	8.9439	-1.7917	-0.2096	-0.6820	-0.2558	0.0000	0.0000
3509025587.6601	-12.0045	59.7702	12.2167	1.6395	10.0251	3.3052	-0.8476	-0.4485	-0.2061	3509025587.6702	-4.4082	28.0989	7.1182	-0.2910	10.0191	-1.0186	-0.4000	-0.8691	0.3032	3509025587.6362	-5.0796	2.7004	-0.5760	1.9246	5.0465	-7.9689	-0.0483	-0.1229	1.0110	3509025587.6674	-6.9034	-69.2895	-11.9680	-2.5266	9.7554	1.8783	0.1000	-0.4321	-0.6136	43212.8906	3509025587.6556	3509025544.4427	-97.7602	293.4275	169.1312	0.0110	13.1260	4.2181	0.2653	-0.7660	-0.0926	43212.8906	3509025587.6605	3509025544.4476	-113.6956	214.1562	203.7186	-12.2282	15.6965	-1.5184	-0.1240	1.4391	0.6831	43212.8906	3509025587.6752	3509025544.4623	0.5323	96.8670	13.6778	-2.2771	9.0975	-1.7155	-0.2096	-0.6724	-0.2512	0.0000	0.0000
3509025587.6698	-12.0045	59.7702	12.2167	1.0787	10.1014	3.0092	-0.8381	-0.4524	-0.2017	3509025587.6800	-4.4082	28.0989	7.1182	-0.2114	9.8701	-0.3080	-0.3731	-0.8555	0.3097	3509025587.6459	-5.0796	2.7004	-0.5760	1.9246	4.9658	-8.1986	-0.0483	-0.1229	1.0110	3509025587.6772	-126.5269	-345.5144	58.9968	-2.9104	9.5263	2.1932	0.0706	-0.4239	-0.6370	43222.6562	3509025587.6653	3509025544.4427	-97.7602	293.4275	169.1312	1.1846	13.2085	4.6914	0.2653	-0.7660	-0.0926	43222.6562	3509025587.6703	3509025544.4476	-113.6956	214.1562	203.7186	-12.3074	17.6211	-1.5553	-0.1680	1.5147	0.6831	43222.6562	3509025587.6850	3509025544.4623	0.5323	96.8670	13.6778	-2.0430	9.4752	-2.1859	-0.2022	-0.7146	-0.2650	0.0000	0.0000
3509025587.6796	-12.0045	59.7702	12.2167	0.4434	9.5668	3.2465	-0.8724	-0.4718	-0.2148	3509025587.6897	-6.3579	24.7515	6.2824	0.2662	9.9481	-0.3095	-0.3788	-0.8203	0.3011	3509025587.6557	-2.3924	2.6792	-0.8616	2.0024	4.9658	-8.1993	-0.0644	-0.1271	0.9824	3509025587.6869	-126.5269	-345.5144	58.9968	-3.0535	9.2971	3.3549	0.0706	-0.4239	-0.6370	43232.4219	3509025587.6751	3509025544.4427	-97.7602	293.4275	169.1312	2.2800	13.4449	5.0051	0.2878	-0.7426	-0.0611	43232.4219	3509025587.6800	3509025544.4476	-113.6956	214.1562	203.7186	-12.6254	19.3871	-1.8230	-0.1580	1.5021	0.7441	43232.4219	3509025587.6947	3509025544.4623	-2.0658	105.6758	10.9479	-2.2053	9.4720	-2.4969	-0.2189	-0.7088	-0.2627	0.0000	0.0000
3509025587.6894	-11.4789	46.3099	8.2615	0.1232	9.1086	3.1039	-0.8343	-0.4330	-0.2061	3509025587.6995	-6.3579	24.7515	6.2824	0.2662	10.1073	0.0018	-0.3827	-0.8730	0.3011	3509025587.6655	-2.3924	2.6792	-0.8616	1.8467	5.0458	-8.0449	-0.0563	-0.1187	0.9626	3509025587.6967	-126.5269	-345.5144	58.9968	-5.0392	9.3735	5.9989	0.0196	-0.4383	-0.6136	43242.1875	3509025587.6848	3509025544.4427	-81.6493	342.5710	111.7731	3.1406	13.1363	5.2452	0.3061	-0.7617	-0.0295	43242.1875	3509025587.6898	3509025544.4476	-32.6811	170.1984	298.3017	-13.3228	19.8732	-0.6248	-0.1820	1.5525	0.7488	43242.1875	3509025587.7045	3509025544.4623	-2.0658	105.6758	10.9479	-2.1265	9.4713	-2.5747	-0.2022	-0.6973	-0.2788	0.0000	0.0000
3509025587.6991	-11.4789	46.3099	8.2615	-0.1896	9.1086	3.7087	-0.8400	-0.4194	-0.2082	3509025587.7093	-6.3579	24.7515	6.2824	-0.1318	10.1081	0.0804	-0.3827	-0.8730	0.3011	3509025587.6752	-2.3924	2.6792	-0.8616	2.0024	4.9673	-8.0457	-0.0644	-0.1437	1.0242	3509025587.7065	-43.9002	-112.8526	15.5754	-6.2587	9.4499	7.8631	-0.0157	-0.4568	-0.6206	43251.9531	3509025587.6946	3509025544.4427	-81.6493	342.5710	111.7731	2.9059	12.8347	6.1963	0.3061	-0.7617	-0.0295	43251.9531	3509025587.6996	3509025544.4476	-32.6811	170.1984	298.3017	-13.1444	19.6065	1.4466	-0.1820	1.5525	0.7488	43251.9531	3509025587.7143	3509025544.4623	-2.0658	105.6758	10.9479	-1.7254	9.5508	-2.2644	-0.1929	-0.6858	-0.2673	0.0000	0.0000
3509025587.7089	-11.4789	46.3099	8.2615	-0.3444	8.8795	4.1638	-0.8229	-0.4097	-0.2039	3509025587.7190	-10.7312	30.6423	10.2327	-0.2910	10.1105	0.3162	-0.3750	-0.8535	0.3075	3509025587.6850	0.2882	5.3492	-3.0359	2.0024	5.1234	-8.1241	-0.0644	-0.1437	1.0242	3509025587.7162	-43.9002	-112.8526	15.5754	-6.1768	10.3663	8.3164	-0.0059	-0.4835	-0.6393	43261.7187	3509025587.7044	3509025544.4427	-81.6493	342.5710	111.7731	3.0623	11.9850	6.7579	0.3408	-0.7511	0.0126	43261.7187	3509025587.7093	3509025544.4476	-32.6811	170.1984	298.3017	-11.3111	18.8004	3.4957	-0.2020	1.5693	0.7371	43261.7187	3509025587.7240	3509025544.4623	4.5657	111.4273	10.8797	-1.6466	9.6265	-2.3429	-0.1948	-0.7184	-0.2834	0.0000	0.0000
3509025587.7187	-3.1650	38.7552	0.2851	-0.2617	8.8031	4.4645	-0.8438	-0.4369	-0.2169	3509025587.7288	-10.7312	30.6423	10.2327	0.1866	9.8780	0.4781	-0.3904	-0.8594	0.2903	3509025587.6948	0.2882	5.3492	-3.0359	2.0803	5.1234	-8.1249	-0.0765	-0.1271	1.0022	3509025587.7260	-43.9002	-112.8526	15.5754	-6.4089	10.1372	8.3210	-0.0059	-0.4835	-0.6393	43271.4844	3509025587.7141	3509025544.4427	-47.4742	353.3251	44.5962	2.9841	10.2846	7.8021	0.3224	-0.7915	0.0442	43271.4844	3509025587.7191	3509025544.4476	43.2475	134.2604	372.8220	-8.7033	17.7359	4.1813	-0.2020	1.6134	0.7958	43271.4844	3509025587.7338	3509025544.4623	4.5657	111.4273	10.8797	-1.8854	9.4736	-2.3414	-0.1892	-0.6935	-0.2696	0.0000	0.0000
3509025587.7284	-3.1650	38.7552	0.2851	-0.0204	8.6504	4.6893	-0.8229	-0.4621	-0.2148	3509025587.7386	-10.7312	30.6423	10.2327	0.7438	10.2650	0.1559	-0.3904	-0.8594	0.2903	3509025587.7045	0.2882	5.3492	-3.0359	2.0803	5.1242	-8.0480	-0.0724	-0.0917	0.9934	3509025587.7358	35.3283	245.8531	-59.9694	-5.0308	10.5191	6.8366	-0.0039	-0.4794	-0.6347	43281.2500	3509025587.7239	3509025544.4427	-47.4742	353.3251	44.5962	3.4535	10.2124	8.3559	0.3367	-0.7234	0.0821	43281.2500	3509025587.7289	3509025544.4476	43.2475	134.2604	372.8220	-7.0542	18.6479	3.5729	-0.2220	1.5966	0.7864	43281.2500	3509025587.7436	3509025544.4623	4.5657	111.4273	10.8797	-2.2007	9.6296	-2.0319	-0.1614	-0.7126	-0.2926	0.0000	0.0000
3509025587.7382	-3.1650	38.7552	0.2851	0.1390	9.0322	4.6838	-0.8514	-0.4796	-0.2299	3509025587.7483	-10.7312	30.6423	10.2327	0.9030	10.6551	0.1481	-0.3808	-0.8594	0.2925	3509025587.7143	0.5342	4.8186	-3.4694	2.0803	5.2026	-8.0488	-0.0724	-0.0917	0.9934	3509025587.7455	35.3283	245.8531	-59.9694	-1.7172	9.0680	5.4283	0.0137	-0.4321	-0.6159	43291.0156	3509025587.7337	3509025544.4427	-47.4742	353.3251	44.5962	4.2359	9.5149	8.5999	0.3367	-0.7234	0.0821	43291.0156	3509025587.7386	3509025544.4476	43.2475	134.2604	372.8220	-6.8983	19.4145	3.3952	-0.2220	1.5966	0.7864	43291.0156	3509025587.7533	3509025544.4623	6.7105	119.9788	23.0381	-2.6744	9.6335	-1.6431	-0.1651	-0.7031	-0.2834	0.0000	0.0000
3509025587.7480	-3.1650	38.7552	0.2851	-0.0948	9.0322	5.2126	-0.8438	-0.4330	-0.2191	3509025587.7581	-20.6621	32.9430	14.6310	0.1866	10.6528	-0.0877	-0.3788	-0.8691	0.3032	3509025587.7241	0.5342	4.8186	-3.4694	2.2360	4.8904	-7.8936	-0.0765	-0.1333	1.0154	3509025587.7553	35.3283	245.8531	-59.9694	0.1392	8.7625	5.3356	0.0137	-0.4321	-0.6159	43300.7812	3509025587.7434	3509025544.4427	-16.1944	296.5703	4.8190	4.8619	8.4954	7.7410	0.3551	-0.7489	0.1158	43300.7812	3509025587.7484	3509025544.4476	115.9483	40.8896	358.6822	-6.8983	19.4145	3.3952	-0.2220	1.6576	0.7676	43300.7812	3509025587.7631	3509025544.4623	6.7105	119.9788	23.0381	-3.1536	9.7849	-1.8002	-0.1670	-0.7126	-0.2972	0.0000	0.0000
