Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
256914.0625	-59.2274	-123.3414	50.8577	0.2691	8.6504	1.7533	-0.1200	-0.5981	-0.4577	256914.0625	46.1924	-89.1601	0.4559	4.6443	8.9368	0.0252	-0.2231	-0.6562	-0.1312	256914.0625	-1.7433	12.4881	-7.7336	2.0803	3.6264	-8.8014	-0.2294	-0.0229	0.5881	256914.0625	-21.4603	-366.1437	67.4873	-1.9670	7.9224	3.6666	0.1412	-0.6152	0.0445	256914.0625	99.9203	-365.7249	-36.9242	-3.6663	9.9119	1.6429	0.2041	-0.6532	0.1074	256914.0625	60.8192	-275.4612	-261.1436	-4.1161	9.9852	-2.1236	-0.5060	1.6261	0.6972	256923.8281	-19.9437	-146.0723	-38.1779	-2.4263	9.7193	-0.7108	0.2041	-0.6590	-0.1106	0.0000	0.0000
256923.8281	-59.2274	-123.3414	50.8577	0.1903	7.3520	1.8423	-0.1200	-0.5981	-0.4447	256923.8281	46.1924	-89.1601	0.4559	0.6642	9.8078	1.2658	-0.2462	-0.6738	-0.1247	256923.8281	-8.7023	29.9314	-12.1574	1.3017	3.3882	-9.0985	-0.2354	-0.0104	0.5991	256923.8281	-21.4603	-366.1437	67.4873	-2.9806	8.0752	2.9032	0.1412	-0.6152	0.0445	256923.8281	99.9203	-365.7249	-36.9242	-1.9450	10.8442	1.5545	0.2041	-0.6532	0.1074	256923.8281	60.8192	-275.4612	-261.1436	-3.1011	9.5808	-3.0910	-0.4700	1.5819	0.6878	256933.5937	-19.9437	-146.0723	-38.1779	-2.6628	10.2568	-0.4829	0.1855	-0.6590	-0.0945	0.0000	0.0000
256933.5937	-59.2274	-123.3414	50.8577	-1.0712	6.5119	3.2170	-0.1124	-0.6175	-0.4555	256933.5937	46.1924	-89.1601	0.4559	-1.7239	10.1286	2.1242	-0.2250	-0.6348	-0.1290	256933.5937	-8.7023	29.9314	-12.1574	1.6131	3.3912	-8.7943	-0.2354	-0.0104	0.5991	256933.5937	-21.4603	-366.1437	67.4873	-3.5277	8.4570	2.3645	0.1784	-0.5905	0.0117	256933.5937	99.9203	-365.7249	-36.9242	-0.3802	11.0775	1.5522	0.2000	-0.6660	0.0758	256933.5937	99.3500	-216.4206	-217.9613	-2.0099	9.9414	-4.3141	-0.4700	1.5819	0.6878	256943.3594	-2.4020	-146.9805	-39.4099	-2.7410	11.6346	-0.3411	0.1744	-0.6398	-0.1198	0.0000	0.0000
256943.3594	-59.2274	-123.3414	50.8577	-2.8117	6.5119	4.5129	-0.1124	-0.6369	-0.4490	256943.3594	34.5299	-61.3479	3.3642	-2.2811	9.9717	2.0487	-0.2500	-0.6523	-0.1376	256943.3594	-8.7023	29.9314	-12.1574	2.7810	3.7832	-8.8099	-0.2354	0.0000	0.5837	256943.3594	-12.0312	-285.2448	51.4937	-3.2949	8.7625	2.4363	0.2000	-0.5658	-0.0023	256943.3594	95.3378	-271.4256	-70.0599	0.7152	11.0799	1.7892	0.1878	-0.6809	0.0400	256943.3594	99.3500	-216.4206	-217.9613	-2.0974	9.8469	-5.1861	-0.4360	1.5168	0.6502	256953.1250	-2.4020	-146.9805	-39.4099	-2.4975	11.3334	0.1285	0.1651	-0.6398	-0.1152	0.0000	0.0000
256953.1250	1.0183	-163.0050	63.8736	-4.0800	6.8938	5.1987	-0.1276	-0.6369	-0.4599	256953.1250	34.5299	-61.3479	3.3642	-1.4055	10.0497	2.0472	-0.2500	-0.6523	-0.1376	256953.1250	-8.7023	29.9314	-12.1574	3.6375	3.0089	-7.8120	-0.2394	0.0167	0.5859	256953.1250	-12.0312	-285.2448	51.4937	-2.8229	8.9153	3.2020	0.1843	-0.5658	-0.0141	256953.1250	95.3378	-271.4256	-70.0599	1.4976	11.0862	2.4212	0.1592	-0.6872	0.0126	256953.1250	99.3500	-216.4206	-217.9613	-2.5773	9.3709	-5.8834	-0.3940	1.5105	0.6174	256962.8906	-2.4020	-146.9805	-39.4099	-2.8182	10.8724	-0.1002	0.1707	-0.6552	-0.1198	0.0000	0.0000
256962.8906	1.0183	-163.0050	63.8736	-4.3944	7.8103	5.6439	-0.1219	-0.6252	-0.4490	256962.8906	34.5299	-61.3479	3.3642	0.7438	10.0442	1.4969	-0.2288	-0.6660	-0.1333	256962.8906	-13.3014	43.0662	-6.3240	3.6375	1.4481	-7.0280	-0.2736	0.0104	0.5947	256962.8906	-12.0312	-285.2448	51.4937	-2.6604	9.1444	3.9701	0.1843	-0.5658	-0.0141	256962.8906	95.3378	-271.4256	-70.0599	1.9670	11.2393	2.1827	0.1592	-0.6872	0.0126	256962.8906	99.3500	-216.4206	-217.9613	-2.4341	9.5732	-7.3231	-0.3720	1.4601	0.5869	256972.6562	22.3270	-136.5521	-33.8072	-2.3413	10.4893	-0.1742	0.1614	-0.6475	-0.1152	0.0000	0.0000
256972.6562	1.0183	-163.0050	63.8736	-4.2374	8.9558	5.4052	-0.1390	-0.6058	-0.4512	256972.6562	15.1713	14.3837	4.5362	3.2910	9.2678	1.9056	-0.2308	-0.6699	-0.1355	256972.6562	-13.3014	43.0662	-6.3240	4.3382	1.4480	-7.0351	-0.2736	0.0104	0.5947	256972.6562	-6.3677	-209.9548	31.1835	-2.2674	9.3735	4.5815	0.1980	-0.5720	-0.0328	256972.6562	87.9343	-268.2338	-82.0819	2.2800	11.6281	2.1788	0.1429	-0.6809	-0.0253	256972.6562	111.3746	-193.5992	-189.2189	-1.8912	9.4784	-8.2077	-0.3720	1.4601	0.5869	256982.4219	22.3270	-136.5521	-33.8072	-2.0229	10.3364	-0.1726	0.1614	-0.6398	-0.1313	0.0000	0.0000
256982.4219	-4.2707	-85.5971	50.3057	-3.8397	9.2613	5.3230	-0.1352	-0.6000	-0.4469	256982.4219	15.1713	14.3837	4.5362	4.0871	8.1589	0.2766	-0.2442	-0.6641	-0.1376	256982.4219	-13.3014	43.0662	-6.3240	3.4818	1.8349	-7.5682	-0.2435	0.0063	0.5947	256982.4219	-6.3677	-209.9548	31.1835	-2.1080	9.7554	5.0393	0.2235	-0.5802	-0.0585	256982.4219	87.9343	-268.2338	-82.0819	2.5929	11.6336	2.7318	0.1286	-0.6830	-0.0484	256982.4219	111.3746	-193.5992	-189.2189	-1.8131	9.0919	-8.2811	-0.3400	1.4433	0.5258	256992.1875	22.3270	-136.5521	-33.8072	-1.7848	9.7240	-0.2443	0.1558	-0.6628	-0.1406	0.0000	0.0000
256992.1875	-4.2707	-85.5971	50.3057	-2.6473	9.6432	5.0064	-0.1352	-0.6272	-0.4469	256992.1875	15.1713	14.3837	4.5362	5.9179	8.7090	0.6587	-0.2442	-0.6641	-0.1376	256992.1875	19.0845	-19.6551	6.9564	3.1703	2.3792	-8.0315	-0.2455	0.0125	0.5837	256992.1875	-6.3677	-209.9548	31.1835	-1.9533	10.0609	5.0347	0.2235	-0.5802	-0.0585	256992.1875	87.9343	-268.2338	-82.0819	2.1235	11.1655	2.5785	0.1286	-0.6830	-0.0484	256992.1875	111.3746	-193.5992	-189.2189	-2.0494	8.7071	-8.2687	-0.3100	1.4076	0.4812	257001.9531	-4.5248	-141.3955	-32.6422	-1.3899	9.4150	-0.5522	0.1447	-0.6513	-0.1452	0.0000	0.0000
257001.9531	-4.2707	-85.5971	50.3057	-1.8542	10.0251	4.6186	-0.1371	-0.5922	-0.4425	257001.9531	26.7246	-45.2524	13.3033	6.6343	9.1741	0.3349	-0.2442	-0.6484	-0.1441	257001.9531	19.0845	-19.6551	6.9564	3.4818	2.5345	-8.1898	-0.2455	0.0125	0.5837	257001.9531	-30.0168	-153.1808	15.6667	-1.9556	9.9081	4.8047	0.2098	-0.5473	-0.0632	257001.9531	76.1165	-259.3123	-79.9557	1.6540	10.4618	2.1904	0.0939	-0.7043	-0.0884	257001.9531	97.7576	-181.6274	-189.9068	-2.4434	8.5533	-8.2578	-0.2560	1.4076	0.4343	257011.7187	-4.5248	-141.3955	-32.6422	-1.4710	9.1841	-0.7054	0.1336	-0.6571	-0.1313	0.0000	0.0000
257011.7187	-4.8762	-69.2670	27.2699	-1.6188	9.7959	4.2426	-0.1238	-0.6330	-0.4534	257011.7187	26.7246	-45.2524	13.3033	5.3607	9.5768	1.5849	-0.2327	-0.6621	-0.1441	257011.7187	19.0845	-19.6551	6.9564	2.3917	3.3150	-8.5709	-0.2535	-0.0312	0.5903	257011.7187	-30.0168	-153.1808	15.6667	-2.1142	10.0609	4.4187	0.2039	-0.5412	-0.0703	257011.7187	76.1165	-259.3123	-79.9557	1.3411	10.1484	1.9565	0.0633	-0.7085	-0.0884	257011.7187	97.7576	-181.6274	-189.9068	-3.2289	7.9425	-7.9910	-0.2560	1.4076	0.4343	257021.4844	-4.5248	-141.3955	-32.6422	-1.6318	9.4119	-0.8633	0.1336	-0.6341	-0.1406	0.0000	0.0000
257021.4844	-4.8762	-69.2670	27.2699	-1.2226	9.1086	4.0198	-0.1219	-0.6350	-0.4512	257021.4844	26.7246	-45.2524	13.3033	3.0522	9.8321	3.7026	-0.2404	-0.6602	-0.1441	257021.4844	30.3914	-46.9417	15.9364	2.0803	3.1597	-8.4125	-0.2334	0.0021	0.6035	257021.4844	-30.0168	-153.1808	15.6667	-2.3525	9.5263	3.8088	0.2137	-0.5761	-0.0820	257021.4844	76.1165	-259.3123	-79.9557	0.7152	9.9897	1.6421	0.0490	-0.7170	-0.1242	257021.4844	97.7576	-181.6274	-189.9068	-3.9396	7.4777	-8.1267	-0.2520	1.3803	0.3897	257031.2500	-16.2207	-146.3902	-29.4315	-1.8729	9.3331	-1.0958	0.1373	-0.6303	-0.1267	0.0000	0.0000
257031.2500	-4.8762	-69.2670	27.2699	-0.8225	8.5740	4.1716	-0.1314	-0.6369	-0.4599	257031.2500	26.7246	-45.2524	13.3033	0.2662	9.9851	3.3851	-0.2404	-0.6602	-0.1441	257031.2500	30.3914	-46.9417	15.9364	2.8589	1.9126	-7.6396	-0.2334	-0.0167	0.5903	257031.2500	-30.0168	-153.1808	15.6667	-1.7388	9.5263	3.2623	0.2137	-0.5761	-0.0820	257031.2500	70.6767	-232.5270	-73.8829	0.4022	10.1420	1.3245	0.0490	-0.7170	-0.1242	257031.2500	83.4943	-161.1951	-192.7937	-4.8048	7.3272	-7.9472	-0.1960	1.3571	0.3474	257041.0156	-16.2207	-146.3902	-29.4315	-1.7972	9.5586	-1.4868	0.1132	-0.6552	-0.1429	0.0000	0.0000
257041.0156	-4.8762	-69.2670	27.2699	-1.1383	8.2685	4.4786	-0.1257	-0.6291	-0.4490	257041.0156	26.1344	-72.8275	21.5623	-1.5647	10.0623	3.3049	-0.2250	-0.6387	-0.1505	257041.0156	30.3914	-46.9417	15.9364	1.4574	3.6257	-8.8720	-0.2334	-0.0167	0.5903	257041.0156	-42.7981	-102.4602	3.4661	-1.5895	9.7554	2.7181	0.2098	-0.5617	-0.0913	257041.0156	70.6767	-232.5270	-73.8829	0.6369	10.0635	1.2463	0.0184	-0.7128	-0.1411	257041.0156	83.4943	-161.1951	-192.7937	-5.8291	6.6348	-7.9129	-0.1960	1.3571	0.3474	257050.7812	-16.2207	-146.3902	-29.4315	-1.7176	9.7880	-1.4891	0.1132	-0.6360	-0.1382	0.0000	0.0000
257050.7812	-0.3686	-110.4290	20.6109	-1.4525	8.1921	4.9338	-0.1390	-0.6078	-0.4577	257050.7812	26.1344	-72.8275	21.5623	-1.7239	10.4438	2.4324	-0.2404	-0.6582	-0.1441	257050.7812	38.5174	-53.5970	17.1874	1.3017	4.4038	-9.4928	-0.2274	-0.0396	0.6035	257050.7812	-42.7981	-102.4602	3.4661	-0.6679	9.8317	2.0133	0.2137	-0.5741	-0.0913	257050.7812	70.6767	-232.5270	-73.8829	0.1675	9.9151	1.9589	-0.0020	-0.7149	-0.1558	257050.7812	83.4943	-161.1951	-192.7937	-6.8599	6.4685	-8.5258	-0.1840	1.3214	0.3052	257060.5469	-16.2207	-146.3902	-29.4315	-1.8761	9.8652	-1.4121	0.1002	-0.6513	-0.1429	0.0000	0.0000
257060.5469	-0.3686	-110.4290	20.6109	-2.1691	8.7267	5.0108	-0.1543	-0.5981	-0.4490	257060.5469	26.1344	-72.8275	21.5623	-1.0075	10.2776	1.4136	-0.2404	-0.6562	-0.1484	257060.5469	38.5174	-53.5970	17.1874	1.1460	4.1747	-8.8743	-0.2153	-0.0375	0.6123	257060.5469	-42.7981	-102.4602	3.4661	0.1717	9.6790	0.8484	0.2039	-0.5535	-0.0913	257060.5469	70.6767	-232.5270	-73.8829	0.2457	9.6818	1.9612	-0.0020	-0.7149	-0.1558	257060.5469	68.6325	-134.0751	-152.5139	-8.2871	6.4515	-9.3725	-0.1580	1.3109	0.2488	257070.3125	-10.7396	-135.7348	-28.9385	-1.8753	9.8660	-1.3344	0.1076	-0.6284	-0.1382	0.0000	0.0000
257070.3125	-0.3686	-110.4290	20.6109	-2.8901	9.1850	4.6374	-0.1676	-0.6117	-0.4490	257070.3125	19.2231	-12.3422	19.1277	0.5846	9.8803	0.7139	-0.2173	-0.6562	-0.1484	257070.3125	38.5174	-53.5970	17.1874	-0.3333	4.3994	-9.9374	-0.2153	-0.0375	0.6123	257070.3125	-19.3938	-138.5929	3.6385	1.1715	9.7554	0.2200	0.2039	-0.5535	-0.0913	257070.3125	68.1478	-180.4003	-54.0325	0.1675	9.3629	1.1743	-0.0082	-0.6957	-0.1684	257070.3125	68.6325	-134.0751	-152.5139	-9.5493	5.4481	-9.4864	-0.1460	1.3277	0.2324	257080.0781	-10.7396	-135.7348	-28.9385	-1.7957	9.7131	-1.3329	0.1076	-0.6360	-0.1544	0.0000	0.0000
257080.0781	-13.9246	-138.8298	20.9055	-3.0526	9.6432	4.3336	-0.1657	-0.5981	-0.4425	257080.0781	19.2231	-12.3422	19.1277	2.2562	9.6344	-0.4605	-0.2154	-0.6348	-0.1484	257080.0781	38.5174	-53.5970	17.1874	-0.0998	3.6267	-8.7796	-0.2032	-0.0583	0.5881	257080.0781	-19.3938	-138.5929	3.6385	1.7882	9.9845	-0.0200	0.1922	-0.5720	-0.1077	257080.0781	68.1478	-180.4003	-54.0325	0.3240	9.0574	1.7304	-0.0429	-0.6872	-0.1832	257080.0781	68.6325	-134.0751	-152.5139	-9.1543	4.5257	-9.3962	-0.1460	1.3277	0.2324	257089.8437	-10.7396	-135.7348	-28.9385	-1.3945	9.7162	-1.0218	0.0835	-0.6456	-0.1452	0.0000	0.0000
257089.8437	-13.9246	-138.8298	20.9055	-2.0188	9.8723	4.0954	-0.1848	-0.6136	-0.4425	257089.8437	19.2231	-12.3422	19.1277	4.8035	10.0199	-0.9400	-0.2231	-0.6523	-0.1462	257089.8437	39.4483	-39.5143	9.6711	1.4574	3.3943	-8.4855	-0.1992	-0.0542	0.6013	257089.8437	-19.3938	-138.5929	3.6385	2.1828	9.9081	0.7488	0.2078	-0.5576	-0.1241	257089.8437	68.1478	-180.4003	-54.0325	-0.3020	8.7440	1.4965	-0.0714	-0.6766	-0.1853	257089.8437	68.6325	-134.0751	-152.5139	-8.0493	3.6046	-9.2407	-0.1380	1.2752	0.2019	257099.6094	7.4753	-132.3899	-32.8191	-1.2369	9.7146	-1.1773	0.0724	-0.6475	-0.1636	0.0000	0.0000
257099.6094	-13.9246	-138.8298	20.9055	-1.7782	9.9487	4.2426	-0.1676	-0.6272	-0.4360	257099.6094	13.4977	-52.4229	30.0434	4.9627	9.7928	-0.2278	-0.2231	-0.6523	-0.1462	257099.6094	39.4483	-39.5143	9.6711	0.6788	4.0941	-9.0993	-0.2052	-0.0979	0.6079	257099.6094	2.8012	-194.7881	9.7565	1.8911	9.5263	2.5312	0.2078	-0.5576	-0.1241	257099.6094	64.0552	-119.1489	-29.0365	-0.3802	8.1156	0.8707	-0.0714	-0.6766	-0.1853	257099.6094	43.1464	-88.9508	-80.5551	-6.6283	2.8390	-9.0150	-0.1220	1.2857	0.1620	257109.3750	7.4753	-132.3899	-32.8191	-1.1557	9.6397	-1.0211	0.0798	-0.6667	-0.1613	0.0000	0.0000
257109.3750	-25.8315	-151.9049	14.3515	-2.0188	9.8723	4.0954	-0.1867	-0.6466	-0.4490	257109.3750	13.4977	-52.4229	30.0434	3.2114	9.7274	1.0315	-0.2077	-0.6445	-0.1548	257109.3750	39.4483	-39.5143	9.6711	0.8345	4.0148	-9.1769	-0.2052	-0.0979	0.6079	257109.3750	2.8012	-194.7881	9.7565	1.2101	9.2208	4.0851	0.2000	-0.5967	-0.1429	257109.3750	64.0552	-119.1489	-29.0365	0.2457	8.1141	0.7127	-0.0653	-0.6574	-0.1958	257109.3750	43.1464	-88.9508	-80.5551	-5.3682	2.3749	-9.1105	-0.1340	1.2584	0.1455	257119.1406	7.4753	-132.3899	-32.8191	-1.5561	9.6374	-1.2543	0.0612	-0.6839	-0.1659	0.0000	0.0000
257119.1406	-25.8315	-151.9049	14.3515	-1.7782	9.4141	4.2480	-0.1829	-0.6350	-0.4338	257119.1406	13.4977	-52.4229	30.0434	2.4154	10.0458	1.6541	-0.2135	-0.6543	-0.1505	257119.1406	44.9247	-35.2081	2.5133	0.4453	4.7984	-9.2577	-0.1730	-0.0604	0.5925	257119.1406	2.8012	-194.7881	9.7565	0.8302	9.0680	4.7852	0.1961	-0.5617	-0.1569	257119.1406	64.0552	-119.1489	-29.0365	0.7152	7.8030	0.7158	-0.0857	-0.6447	-0.2105	257119.1406	43.1464	-88.9508	-80.5551	-5.0553	1.7542	-9.3432	-0.1340	1.2584	0.1455	257128.9062	-6.9741	-136.7186	-38.7573	-1.3953	9.7154	-1.0996	0.0575	-0.6628	-0.1544	0.0000	0.0000
257128.9062	-25.8315	-151.9049	14.3515	-2.0164	8.5740	4.3340	-0.1962	-0.6447	-0.4360	257128.9062	14.8124	-92.5815	37.3945	-0.9279	10.0576	2.8332	-0.2135	-0.6602	-0.1548	257128.9062	44.9247	-35.2081	2.5133	0.8345	4.7230	-8.9535	-0.1932	-0.0646	0.5947	257128.9062	-20.2970	-163.4425	16.4459	0.2042	8.6862	4.1005	0.1882	-0.5802	-0.1639	257128.9062	67.2276	-90.5240	1.7445	1.4193	8.1164	0.9497	-0.0857	-0.6447	-0.2105	257128.9062	28.1807	-119.0151	-16.3345	-4.9023	1.2057	-9.8129	-0.1280	1.2500	0.1174	257138.6719	-6.9741	-136.7186	-38.7573	-1.5577	9.9417	-1.4129	0.0631	-0.6360	-0.1521	0.0000	0.0000
257138.6719	-6.1917	-136.1148	11.0902	-2.5705	8.1158	4.7201	-0.2152	-0.6117	-0.4230	257138.6719	14.8124	-92.5815	37.3945	-2.5199	10.2933	2.9858	-0.2135	-0.6602	-0.1548	257138.6719	44.9247	-35.2081	2.5133	0.6788	5.1105	-9.4168	-0.1932	-0.0646	0.5947	257138.6719	-20.2970	-163.4425	16.4459	0.1927	8.7625	2.9418	0.1882	-0.5802	-0.1639	257138.6719	67.2276	-90.5240	1.7445	2.2017	8.0371	0.7925	-0.0898	-0.6319	-0.1979	257138.6719	28.1807	-119.0151	-16.3345	-4.5902	0.9682	-10.1328	-0.1400	1.2605	0.0915	257148.4375	-6.9741	-136.7186	-38.7573	-1.5584	9.9409	-1.4907	0.0575	-0.6284	-0.1544	0.0000	0.0000
257148.4375	-6.1917	-136.1148	11.0902	-3.3651	7.5811	4.9590	-0.2286	-0.6233	-0.4338	257148.4375	14.8124	-92.5815	37.3945	-2.4403	9.3498	2.2970	-0.2019	-0.6465	-0.1527	257148.4375	29.6960	-29.6208	7.6021	1.0681	4.8044	-8.6494	-0.1771	-0.0625	0.6123	257148.4375	-20.2970	-163.4425	16.4459	-0.1161	8.9153	3.0206	0.2039	-0.5494	-0.1756	257148.4375	67.2276	-90.5240	1.7445	2.1235	7.4182	1.1147	-0.0959	-0.6234	-0.2105	257148.4375	28.1807	-119.0151	-16.3345	-3.6470	0.8091	-10.3873	-0.1220	1.2521	0.0751	257158.2031	-13.0481	-135.7802	-40.7419	-1.3977	9.7131	-1.3329	0.0464	-0.6628	-0.1636	0.0000	0.0000
257158.2031	-6.1917	-136.1148	11.0902	-4.0793	7.5811	5.2670	-0.2343	-0.6155	-0.4230	257158.2031	14.8124	-92.5815	37.3945	-2.1219	9.2718	2.2986	-0.2096	-0.6406	-0.1398	257158.2031	29.6960	-29.6208	7.6021	0.5231	5.5080	-8.8814	-0.1630	-0.0667	0.6057	257158.2031	-20.2970	-163.4425	16.4459	-0.4953	8.6862	3.7987	0.1863	-0.5576	-0.1874	257158.2031	66.0453	-82.3355	43.5020	1.2628	6.5676	1.5973	-0.0918	-0.6234	-0.2168	257158.2031	-2.2132	-146.3326	14.3622	-2.4665	0.7285	-10.5685	-0.1220	1.2521	0.0751	257167.9687	-13.0481	-135.7802	-40.7419	-1.3984	9.7123	-1.4106	0.0482	-0.6533	-0.1498	0.0000	0.0000
257167.9687	-6.1917	-136.1148	11.0902	-4.6357	7.5048	5.4237	-0.2381	-0.6233	-0.4187	257167.9687	10.7962	-45.4124	32.8070	-2.8383	9.8874	1.4214	-0.1962	-0.6758	-0.1505	257167.9687	29.6960	-29.6208	7.6021	0.0560	4.4163	-8.2512	-0.1610	-0.0708	0.6057	257167.9687	3.9339	-179.5524	8.2080	-0.4914	8.7625	4.1839	0.1686	-0.5741	-0.1944	257167.9687	66.0453	-82.3355	43.5020	5.5660	8.0560	2.6886	-0.0918	-0.6234	-0.2168	257167.9687	-2.2132	-146.3326	14.3622	-2.4665	0.7285	-10.5685	-0.1280	1.2605	0.0493	257177.7344	-13.0481	-135.7802	-40.7419	-1.5584	10.0173	-1.4914	0.0204	-0.6686	-0.1544	0.0000	0.0000
257177.7344	-3.3053	-117.7331	12.9805	-4.7154	7.8103	5.4215	-0.2419	-0.6388	-0.4295	257177.7344	10.7962	-45.4124	32.8070	-1.0871	9.5745	1.3491	-0.1962	-0.6758	-0.1505	257177.7344	29.6960	-29.6208	7.6021	0.2117	5.1144	-9.0281	-0.1610	-0.0708	0.6057	257177.7344	3.9339	-179.5524	8.2080	-0.4163	8.6862	3.9523	0.1686	-0.5741	-0.1944	257177.7344	66.0453	-82.3355	43.5020	-5.4658	9.0408	0.0713	-0.0939	-0.6085	-0.2147	257177.7344	-2.2132	-146.3326	14.3622	-1.8337	0.7330	-10.3424	-0.1300	1.2605	0.0282	257187.5000	-13.0481	-135.7802	-40.7419	-1.4788	9.9409	-1.4907	0.0167	-0.6513	-0.1498	0.0000	0.0000
257187.5000	-3.3053	-117.7331	12.9805	-3.3607	8.2685	5.4033	-0.2419	-0.6485	-0.4295	257187.5000	10.7962	-45.4124	32.8070	5.1219	9.4153	1.0377	-0.2000	-0.6406	-0.1548	257187.5000	18.2184	-17.6626	5.9206	-0.2555	4.6447	-8.9419	-0.1710	-0.0792	0.6057	257187.5000	3.9339	-179.5524	8.2080	-0.4937	8.5334	3.9546	0.1843	-0.5700	-0.2248	257187.5000	51.5984	-90.4900	72.2303	-2.0232	8.4527	3.4747	-0.0959	-0.6383	-0.2295	257187.5000	-2.2132	-146.3326	14.3622	-2.3042	0.8149	-10.0958	-0.1120	1.2941	0.0258	257197.2656	-9.7981	-133.6764	-42.7813	-1.4772	9.5602	-1.3313	0.0074	-0.6762	-0.1544	0.0000	0.0000
257197.2656	-3.3053	-117.7331	12.9805	-3.2840	8.4212	5.1002	-0.2381	-0.6350	-0.4230	257197.2656	4.8776	-78.5191	31.3850	-8.5697	10.4336	1.4105	-0.2115	-0.6816	-0.1484	257197.2656	18.2184	-17.6626	5.9206	-0.0998	4.4117	-8.7106	-0.1670	-0.0771	0.6057	257197.2656	4.9135	-145.8934	-3.2035	-1.0384	8.2279	3.6543	0.1686	-0.5412	-0.2365	257197.2656	51.5984	-90.4900	72.2303	1.3411	9.4501	2.1215	-0.0959	-0.6383	-0.2295	257197.2656	-23.4876	-175.8468	40.8102	-2.8486	0.6755	-9.3657	-0.1120	1.2941	0.0258	257207.0312	-9.7981	-133.6764	-42.7813	-1.5568	9.3308	-1.3290	0.0056	-0.6801	-0.1475	0.0000	0.0000
