Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025621.2432	18.0320	-14.2337	-7.7979	-4.6191	7.5811	7.0773	-1.0248	-0.3223	-0.1779	3509025621.2519	15.5293	-52.9513	136.2743	-10.1617	9.6661	-5.1000	-0.5115	-0.7949	0.3892	3509025621.2184	40.9619	-62.7315	32.5042	0.8345	5.1028	-10.1866	-0.0101	0.1250	1.0881	3509025621.2501	135.7416	245.4118	157.2121	9.6361	17.3926	3.1471	0.1078	-0.6173	-0.6136	76796.8750	3509025621.2384	3509025544.4416	43.9508	-154.1305	-154.6735	7.9132	8.6470	7.3444	-0.2469	-0.8617	-0.3895	76796.8750	3509025621.2429	3509025544.4460	504.0006	-312.3193	-154.0254	-8.9103	26.4830	-24.4074	-0.2100	0.7521	0.2653	76796.8750	3509025621.2529	3509025544.4561	10.7032	-85.6062	11.6040	0.7374	11.9163	-2.7546	-0.3748	-0.6839	-0.2673	0.0000	0.0000
3509025621.2529	16.4504	24.4903	56.2716	-4.2298	8.2685	6.1641	-1.0400	-0.3417	-0.1779	3509025621.2616	15.5293	-52.9513	136.2743	-6.4204	9.7716	-2.3502	-0.5077	-0.8281	0.4065	3509025621.2281	40.9619	-62.7315	32.5042	2.3139	2.6015	-9.3313	-0.0040	0.0708	1.0705	3509025621.2599	135.7416	245.4118	157.2121	6.9548	17.5453	5.8744	0.1451	-0.5679	-0.6042	76806.6406	3509025621.2482	3509025544.4416	66.0478	-63.0783	-123.8503	8.0697	4.9853	6.6699	-0.2469	-0.8617	-0.3895	76806.6406	3509025621.2527	3509025544.4460	125.3239	-190.8284	-139.6876	-12.5696	15.3218	-35.6533	-0.2320	0.7458	0.1737	76806.6406	3509025621.2627	3509025544.4561	10.7032	-85.6062	11.6040	-0.2212	14.8185	-3.0947	-0.3803	-0.6648	-0.2488	0.0000	0.0000
3509025621.2627	16.4504	24.4903	56.2716	-2.8205	12.6217	3.6247	-1.0190	-0.3320	-0.1931	3509025621.2714	9.4617	32.2252	92.0650	-3.3955	12.0605	0.1986	-0.4885	-0.8555	0.4108	3509025621.2379	40.9619	-62.7315	32.5042	1.0681	6.9203	-8.8242	-0.0141	0.1208	1.0573	3509025621.2696	135.7416	245.4118	157.2121	3.7181	15.1778	7.2429	0.1451	-0.5679	-0.6042	76816.4062	3509025621.2580	3509025544.4416	66.0478	-63.0783	-123.8503	11.5905	6.0182	8.8719	-0.2735	-0.8085	-0.4147	76816.4062	3509025621.2624	3509025544.4460	125.3239	-190.8284	-139.6876	-20.0935	0.6971	-31.3894	-0.2580	0.7437	0.1714	76816.4062	3509025621.2725	3509025544.4561	-45.8412	-29.5596	-23.7308	-1.7206	15.8257	-1.7828	-0.4082	-0.7088	-0.2488	0.0000	0.0000
3509025621.2725	16.4504	24.4903	56.2716	-0.3604	17.9678	2.5689	-1.0210	-0.3515	-0.1757	3509025621.2812	9.4617	32.2252	92.0650	-0.5299	12.9898	-0.5276	-0.4596	-0.8125	0.3849	3509025621.2477	5.8797	-25.3574	21.0652	0.8345	5.4265	-9.1911	-0.0141	0.1208	1.0573	3509025621.2794	66.2942	-240.1369	196.8104	0.0843	15.3305	7.5865	0.1490	-0.5638	-0.6464	76826.1719	3509025621.2677	3509025544.4416	66.0478	-63.0783	-123.8503	6.9743	5.7708	7.4522	-0.3041	-0.8128	-0.3937	76826.1719	3509025621.2722	3509025544.4460	125.3239	-190.8284	-139.6876	-20.4970	-3.7044	-16.5670	-0.2620	0.7206	0.1831	76826.1719	3509025621.2822	3509025544.4561	-45.8412	-29.5596	-23.7308	-2.5883	14.4572	-0.9915	-0.3915	-0.6705	-0.2488	0.0000	0.0000
3509025621.2822	-10.7864	-25.1299	62.4315	1.5502	16.5931	2.3380	-1.0190	-0.3728	-0.1670	3509025621.2909	9.4617	32.2252	92.0650	-1.5647	10.3359	-0.5532	-0.4596	-0.8125	0.3849	3509025621.2574	5.8797	-25.3574	21.0652	0.0560	5.9771	-9.0351	0.0020	0.1104	1.0903	3509025621.2892	66.2942	-240.1369	196.8104	-1.7790	15.3305	6.9875	0.1608	-0.5185	-0.6674	76835.9375	3509025621.2775	3509025544.4416	-20.0938	-149.6844	6.4676	-0.3020	4.3079	1.1458	-0.2837	-0.7681	-0.3832	76835.9375	3509025621.2820	3509025544.4460	-194.0579	95.4792	-83.1721	-13.9726	-6.1269	-18.3206	-0.2620	0.7206	0.1831	76835.9375	3509025621.2920	3509025544.4561	-45.8412	-29.5596	-23.7308	-2.2790	12.5365	-1.9054	-0.4045	-0.6628	-0.2419	0.0000	0.0000
3509025621.2920	-10.7864	-25.1299	62.4315	2.6897	11.1706	4.7122	-1.0190	-0.3961	-0.1605	3509025621.3007	14.4362	-42.1545	75.0741	-3.3159	9.0866	-0.6068	-0.4654	-0.8437	0.4022	3509025621.2672	5.8797	-25.3574	21.0652	1.3796	5.4310	-8.7356	0.0020	0.0813	1.0771	3509025621.2989	66.2942	-240.1369	196.8104	-1.0336	13.4976	4.1419	0.1608	-0.5185	-0.6674	76845.7031	3509025621.2873	3509025544.4416	-20.0938	-149.6844	6.4676	1.0281	1.7644	-4.3596	-0.2837	-0.7681	-0.3832	76845.7031	3509025621.2917	3509025544.4460	-194.0579	95.4792	-83.1721	-4.9871	-8.6643	-10.4098	-0.3100	0.7563	0.2324	76845.7031	3509025621.3018	3509025544.4561	20.2757	-11.0792	2.9320	-1.8824	10.8529	-2.0441	-0.3840	-0.6341	-0.2512	0.0000	0.0000
3509025621.3018	-10.7864	-25.1299	62.4315	-0.3332	9.6432	5.2841	-1.0019	-0.4000	-0.1692	3509025621.3104	14.4362	-42.1545	75.0741	-4.1915	9.0717	-2.1004	-0.4250	-0.8848	0.4065	3509025621.2770	0.6109	-0.4077	3.9734	1.6131	5.1196	-8.5043	0.0020	0.0813	1.0771	3509025621.3087	69.5393	-25.5937	148.5856	-0.5885	12.7339	2.2151	0.1392	-0.4527	-0.6674	76855.4687	3509025621.2970	3509025544.4416	-20.0938	-149.6844	6.4676	2.1235	-0.6938	-1.3326	-0.3041	-0.7787	-0.3916	76855.4687	3509025621.3015	3509025544.4460	-194.0579	95.4792	-83.1721	-5.5745	-8.9630	-6.0936	-0.2960	0.7857	0.2770	76855.4687	3509025621.3115	3509025544.4561	20.2757	-11.0792	2.9320	-1.5577	9.9417	-1.4129	-0.4230	-0.6590	-0.2627	0.0000	0.0000
3509025621.3115	-10.7864	-25.1299	62.4315	-0.8994	10.0251	4.4587	-1.0019	-0.4175	-0.1540	3509025621.3202	14.4362	-42.1545	75.0741	-4.6692	9.4705	-1.2435	-0.4212	-0.8359	0.3935	3509025621.2867	0.6109	-0.4077	3.9734	1.7689	4.7298	-8.2715	-0.0141	0.0708	1.0463	3509025621.3184	69.5393	-25.5937	148.5856	0.0190	12.5811	1.0525	0.1725	-0.4486	-0.7026	76865.2344	3509025621.3068	3509025544.4416	39.4795	1.3322	120.4299	1.0281	-1.1445	0.2522	-0.2816	-0.7553	-0.3937	76865.2344	3509025621.3112	3509025544.4460	-194.0579	95.4792	-83.1721	-5.3454	-8.0536	-6.8328	-0.2760	0.8004	0.3239	76865.2344	3509025621.3213	3509025544.4561	20.2757	-11.0792	2.9320	-1.2369	9.9440	-1.1796	-0.4007	-0.6552	-0.2558	0.0000	0.0000
3509025621.3213	-18.8588	-11.8857	65.0073	-1.6978	9.5668	4.3208	-0.9848	-0.3631	-0.1562	3509025621.3300	22.0046	-33.3463	39.9155	-4.5896	10.1877	0.2360	-0.4212	-0.8359	0.3935	3509025621.2965	0.6109	-0.4077	3.9734	1.9246	4.7282	-8.4267	0.0040	0.0667	1.0859	3509025621.3282	69.5393	-25.5937	148.5856	0.6356	13.4976	0.8056	0.1706	-0.4527	-0.6932	76875.0000	3509025621.3166	3509025544.4416	39.4795	1.3322	120.4299	0.3240	-1.6205	-0.6912	-0.2816	-0.7553	-0.3937	76875.0000	3509025621.3210	3509025544.4460	-199.2338	-71.0773	40.7223	-6.9877	-7.3346	-5.5407	-0.2760	0.8004	0.3239	76875.0000	3509025621.3311	3509025544.4561	9.1396	-13.8641	5.8323	-1.5491	9.7209	-0.5553	-0.4045	-0.6897	-0.2488	0.0000	0.0000
3509025621.3311	-18.8588	-11.8857	65.0073	-2.3338	9.5668	4.4776	-0.9829	-0.3922	-0.1410	3509025621.3397	22.0046	-33.3463	39.9155	-4.4303	10.8955	0.7723	-0.4346	-0.8906	0.4022	3509025621.3063	2.2031	-7.6163	5.4819	1.1460	4.9643	-8.3444	0.0101	0.0750	1.0771	3509025621.3380	-7.9596	25.1094	111.2429	1.0977	11.9702	0.5846	0.1706	-0.4527	-0.6932	76884.7656	3509025621.3263	3509025544.4416	39.4795	1.3322	120.4299	1.5758	-0.3812	-1.1777	-0.2429	-0.7681	-0.3895	76884.7656	3509025621.3308	3509025544.4460	-199.2338	-71.0773	40.7223	-7.5500	-5.7384	-6.5962	-0.2600	0.8277	0.3568	76884.7656	3509025621.3408	3509025544.4561	9.1396	-13.8641	5.8323	-1.4718	9.4892	-0.7863	-0.3989	-0.6648	-0.2465	0.0000	0.0000
3509025621.3408	-18.8588	-11.8857	65.0073	-2.3323	9.7196	4.6265	-0.9733	-0.3786	-0.1540	3509025621.3495	22.0046	-33.3463	39.9155	-4.0323	10.7355	0.3823	-0.3923	-0.8828	0.4043	3509025621.3160	2.2031	-7.6163	5.4819	1.4574	4.8075	-8.3460	0.0101	0.0750	1.0771	3509025621.3477	-7.9596	25.1094	111.2429	0.9423	11.5119	0.5136	0.2137	-0.4218	-0.6862	76894.5312	3509025621.3361	3509025544.4416	39.4795	1.3322	120.4299	2.5929	1.0272	-0.3226	-0.2306	-0.7830	-0.4189	76894.5312	3509025621.3405	3509025544.4460	-199.2338	-71.0773	40.7223	-6.7011	-3.3872	-8.4114	-0.2140	0.9223	0.3850	76894.5312	3509025621.3506	3509025544.4561	9.1396	-13.8641	5.8323	-1.4702	9.4907	-0.6308	-0.4026	-0.6571	-0.2535	0.0000	0.0000
3509025621.3506	-1.5689	14.4680	73.7456	-1.2963	9.6432	4.6169	-0.9714	-0.4136	-0.1518	3509025621.3593	22.0046	-33.3463	39.9155	-3.3159	9.7148	-0.2262	-0.3923	-0.8828	0.4043	3509025621.3258	2.2031	-7.6163	5.4819	1.3796	5.0428	-8.3475	-0.0141	0.0750	1.0485	3509025621.3575	-7.9596	25.1094	111.2429	1.4816	11.2828	0.2789	0.1961	-0.4383	-0.6885	76904.2969	3509025621.3459	3509025544.4416	37.7748	81.5113	207.4624	3.1406	2.0451	0.3783	-0.1878	-0.7532	-0.4105	76904.2969	3509025621.3503	3509025544.4460	-213.8013	-53.5330	177.5429	-5.7712	-0.4154	-10.0019	-0.2140	0.9223	0.3850	76904.2969	3509025621.3604	3509025544.4561	2.3368	-8.1126	10.0747	-1.5498	9.4142	-0.6300	-0.3878	-0.6322	-0.2442	0.0000	0.0000
3509025621.3604	-1.5689	14.4680	73.7456	-0.7482	9.3377	3.6368	-0.9581	-0.4272	-0.1540	3509025621.3690	-12.5319	28.7894	32.0139	-1.9627	9.3152	-1.1617	-0.4000	-0.8555	0.3871	3509025621.3356	2.2031	-7.6163	5.4819	1.4574	5.1219	-8.2723	0.0181	0.0833	1.0683	3509025621.3673	-7.9596	25.1094	111.2429	1.8655	10.8246	-0.0292	0.2137	-0.3992	-0.6862	76914.0625	3509025621.3556	3509025544.4416	37.7748	81.5113	207.4624	3.3753	3.2924	0.6819	-0.1878	-0.7532	-0.4105	76914.0625	3509025621.3601	3509025544.4460	-213.8013	-53.5330	177.5429	-4.3644	1.9482	-11.1917	-0.1700	0.8992	0.4155	76914.0625	3509025621.3701	3509025544.4561	2.3368	-8.1126	10.0747	-1.6302	9.0312	-0.7039	-0.3970	-0.6398	-0.2465	0.0000	0.0000
3509025621.3701	-1.5689	14.4680	73.7456	0.0450	9.0322	3.2559	-0.9429	-0.4466	-0.1497	3509025621.3788	-12.5319	28.7894	32.0139	-0.6095	8.9148	-2.1758	-0.4096	-0.8965	0.4065	3509025621.3453	2.0429	-6.5691	3.0460	1.3796	5.0435	-8.2707	0.0181	0.0833	1.0683	3509025621.3770	13.0874	137.7526	43.8244	2.3323	8.9916	0.2161	0.2137	-0.3992	-0.6862	76923.8281	3509025621.3654	3509025544.4416	37.7748	81.5113	207.4624	4.2359	3.2987	1.3139	-0.1224	-0.7766	-0.4147	76923.8281	3509025621.3698	3509025544.4460	-213.8013	-53.5330	177.5429	-3.5107	3.8471	-12.5204	-0.1300	1.0231	0.4272	76923.8281	3509025621.3799	3509025544.4561	2.3368	-8.1126	10.0747	-1.4670	8.6528	-0.3113	-0.3822	-0.6226	-0.2535	0.0000	0.0000
3509025621.3799	-15.1228	28.9791	81.1891	0.2818	9.1086	3.0271	-0.9352	-0.4311	-0.1475	3509025621.3886	-12.5319	28.7894	32.0139	0.5050	8.9889	-2.5704	-0.4038	-0.8809	0.4086	3509025621.3551	2.0429	-6.5691	3.0460	1.3017	5.0443	-8.1931	0.0101	0.0833	1.0749	3509025621.3868	13.0874	137.7526	43.8244	2.8856	7.8461	1.3800	0.2333	-0.4218	-0.6487	76933.5937	3509025621.3751	3509025544.4416	-11.5128	104.2722	265.7540	4.3924	4.1603	1.9374	-0.0857	-0.8170	-0.4316	76933.5937	3509025621.3796	3509025544.4460	-286.1198	-26.7532	264.2531	-2.1762	5.5306	-13.0584	-0.0680	1.1113	0.4554	76933.5937	3509025621.3897	3509025544.4561	2.3368	-8.1126	10.0747	-1.3078	8.3470	-0.3083	-0.3840	-0.6571	-0.2488	0.0000	0.0000
3509025621.3897	-15.1228	28.9791	81.1891	0.9179	8.6504	2.8749	-0.9295	-0.4621	-0.1432	3509025621.3983	23.2190	-7.2814	24.1476	1.3010	9.6234	-1.5610	-0.4038	-0.8809	0.4086	3509025621.3649	2.0429	-6.5691	3.0460	1.2238	4.9620	-8.5757	0.0181	0.1208	1.0419	3509025621.3966	13.0874	137.7526	43.8244	3.2841	7.7697	2.5348	0.2843	-0.4012	-0.6417	76943.3594	3509025621.3849	3509025544.4416	-11.5128	104.2722	265.7540	3.8447	4.7094	2.4060	-0.0857	-0.8170	-0.4316	76943.3594	3509025621.3894	3509025544.4460	-286.1198	-26.7532	264.2531	-0.9984	7.1389	-13.5121	-0.0680	1.1113	0.4554	76943.3594	3509025621.3994	3509025544.4561	-5.9454	2.7244	15.4371	-1.0705	8.0396	-0.4607	-0.3859	-0.6667	-0.2558	0.0000	0.0000
3509025621.3994	-15.1228	28.9791	81.1891	1.5577	9.0322	3.0903	-0.9200	-0.4427	-0.1475	3509025621.4081	23.2190	-7.2814	24.1476	2.0174	9.8701	-0.3080	-0.3981	-0.8516	0.3871	3509025621.3746	-0.4023	-1.9943	0.9876	1.3017	4.8083	-8.2676	-0.0020	0.1125	1.0573	3509025621.4063	-13.1486	211.7157	25.9337	3.6070	5.8604	3.8631	0.2843	-0.4012	-0.6417	76953.1250	3509025621.3947	3509025544.4416	-11.5128	104.2722	265.7540	3.6100	5.5670	2.6345	-0.0224	-0.8021	-0.4147	76953.1250	3509025621.3991	3509025544.4460	-286.1198	-26.7532	264.2531	0.1801	8.5948	-13.8832	-0.0120	1.1008	0.4789	76953.1250	3509025621.4092	3509025544.4561	-5.9454	2.7244	15.4371	-0.9893	7.7353	-0.3021	-0.3915	-0.6858	-0.2604	0.0000	0.0000
3509025621.4092	-24.9383	33.7413	74.7870	1.3939	7.8103	2.6530	-0.8990	-0.4485	-0.1518	3509025621.4179	23.2190	-7.2814	24.1476	1.9378	9.8662	-0.7010	-0.3865	-0.9102	0.4000	3509025621.3844	-0.4023	-1.9943	0.9876	1.3017	4.8083	-8.2676	-0.0020	0.1125	1.0573	3509025621.4161	-13.1486	211.7157	25.9337	4.8683	5.0967	6.1742	0.2902	-0.4239	-0.6089	76962.8906	3509025621.4044	3509025544.4416	-64.7978	94.9014	309.8018	3.2971	6.3407	2.2317	0.0571	-0.7915	-0.3979	76962.8906	3509025621.4089	3509025544.4460	-286.1198	-26.7532	264.2531	1.0466	10.2881	-13.9344	0.0100	1.2353	0.4859	76962.8906	3509025621.4190	3509025544.4561	-5.9454	2.7244	15.4371	-1.0720	7.5029	-0.6109	-0.3785	-0.6398	-0.2558	0.0000	0.0000
3509025621.4190	-24.9383	33.7413	74.7870	2.0307	7.7339	2.5722	-0.8895	-0.4641	-0.1518	3509025621.4276	4.9972	-10.5165	28.9355	1.0622	9.9458	-0.5454	-0.3712	-0.8789	0.3978	3509025621.3942	-0.4023	-1.9943	0.9876	1.2238	4.8083	-8.2668	0.0322	0.1104	1.0771	3509025621.4259	-13.1486	211.7157	25.9337	6.2759	3.7220	7.6407	0.3020	-0.3539	-0.5831	76972.6562	3509025621.4142	3509025544.4416	-64.7978	94.9014	309.8018	3.1406	7.2666	1.5113	0.1041	-0.8149	-0.4021	76972.6562	3509025621.4187	3509025544.4460	-337.8636	-3.7181	232.6825	0.6483	11.8200	-14.3551	0.0560	1.3004	0.5047	76972.6562	3509025621.4287	3509025544.4561	-16.5311	6.6293	9.4959	-0.9948	7.4241	-0.8434	-0.3766	-0.6743	-0.2488	0.0000	0.0000
3509025621.4287	-24.9383	33.7413	74.7870	1.9510	8.1158	2.5691	-0.8800	-0.5010	-0.1670	3509025621.4374	4.9972	-10.5165	28.9355	0.1070	10.0277	-0.1539	-0.3712	-0.8789	0.3978	3509025621.4039	1.4584	0.4442	0.0659	1.3017	4.6522	-8.1892	0.0141	0.0771	1.0396	3509025621.4356	65.5442	-6.6829	8.9564	6.6543	3.6456	6.7884	0.3235	-0.3848	-0.6066	76982.4219	3509025621.4240	3509025544.4416	-64.7978	94.9014	309.8018	3.2971	8.1385	3.1618	0.1041	-0.8149	-0.4021	76982.4219	3509025621.4284	3509025544.4460	-337.8636	-3.7181	232.6825	-0.6941	13.8944	-14.6085	0.0560	1.3004	0.5047	76982.4219	3509025621.4385	3509025544.4561	-16.5311	6.6293	9.4959	-1.1509	7.5036	-0.5331	-0.3952	-0.6667	-0.2512	0.0000	0.0000
3509025621.4385	-24.9383	33.7413	74.7870	2.1171	8.4976	3.2405	-0.8838	-0.4893	-0.1605	3509025621.4472	4.9972	-10.5165	28.9355	-0.3706	9.6360	-0.3033	-0.3750	-0.8770	0.3806	3509025621.4137	1.4584	0.4442	0.0659	1.5353	4.6506	-8.3452	0.0141	0.0771	1.0396	3509025621.4454	65.5442	-6.6829	8.9564	5.8644	3.3401	5.1782	0.3235	-0.3848	-0.6066	76992.1875	3509025621.4337	3509025544.4416	-78.7769	101.0170	336.5439	2.6711	9.1517	3.3887	0.1816	-0.8149	-0.3937	76992.1875	3509025621.4382	3509025544.4460	-337.8636	-3.7181	232.6825	-2.9024	14.9698	-14.7451	0.0960	1.3655	0.5469	76992.1875	3509025621.4483	3509025544.4561	-16.5311	6.6293	9.4959	-0.9940	7.5013	-0.7664	-0.4007	-0.6648	-0.2373	0.0000	0.0000
3509025621.4483	-6.6480	18.1855	62.8532	1.4021	8.4976	3.4733	-0.8819	-0.5068	-0.1367	3509025621.4569	-4.2112	9.1656	37.4273	-0.2114	9.2450	-0.3741	-0.3788	-0.9219	0.3978	3509025621.4235	1.4584	0.4442	0.0659	1.3017	4.8098	-8.1139	0.0161	0.1104	1.0463	3509025621.4552	65.5442	-6.6829	8.9564	5.5277	4.0274	2.4726	0.3118	-0.3560	-0.6300	77001.9531	3509025621.4435	3509025544.4416	-78.7769	101.0170	336.5439	2.1235	10.2253	1.8768	0.2571	-0.7787	-0.3579	77001.9531	3509025621.4480	3509025544.4460	-349.3887	47.6215	146.1888	-4.0042	15.8203	-14.5808	0.0720	1.4307	0.5423	77001.9531	3509025621.4580	3509025544.4561	-16.1208	13.9852	-4.2347	-1.0720	7.3499	-0.6093	-0.3748	-0.6494	-0.2488	0.0000	0.0000
3509025621.4580	-6.6480	18.1855	62.8532	1.2405	8.1921	3.2523	-0.8724	-0.4951	-0.1518	3509025621.4667	-4.2112	9.1656	37.4273	-0.0522	8.7745	-0.6006	-0.3442	-0.8848	0.4022	3509025621.4332	4.3820	-0.5889	-0.3538	1.3017	4.9659	-8.1923	0.0282	0.1000	1.0727	3509025621.4649	101.5919	-33.1979	-50.1632	3.3340	5.0203	-0.2174	0.2980	-0.3107	-0.6300	77011.7187	3509025621.4533	3509025544.4416	-78.7769	101.0170	336.5439	1.8105	12.7945	2.1671	0.2571	-0.7787	-0.3579	77011.7187	3509025621.4577	3509025544.4460	-349.3887	47.6215	146.1888	-4.5504	16.8325	-14.0330	0.0780	1.5252	0.5634	77011.7187	3509025621.4678	3509025544.4561	-16.1208	13.9852	-4.2347	-1.2351	7.1167	-0.9958	-0.3878	-0.6897	-0.2488	0.0000	0.0000
3509025621.4678	-6.6480	18.1855	62.8532	1.2383	7.8866	3.0298	-0.8648	-0.5107	-0.1562	3509025621.4765	-4.2112	9.1656	37.4273	0.4254	8.7761	-0.4433	-0.3442	-0.8848	0.4022	3509025621.4430	4.3820	-0.5889	-0.3538	1.3796	4.8890	-8.0387	0.0161	0.1146	1.0463	3509025621.4747	101.5919	-33.1979	-50.1632	3.0709	5.9368	-3.3120	0.2863	-0.3416	-0.6651	77021.4844	3509025621.4630	3509025544.4416	-78.7769	101.0170	336.5439	1.9670	16.5331	2.7618	0.3184	-0.7702	-0.3453	77021.4844	3509025621.4675	3509025544.4460	-349.3887	47.6215	146.1888	-4.7731	19.7866	-12.6547	0.0780	1.5252	0.5634	77021.4844	3509025621.4776	3509025544.4561	-16.1208	13.9852	-4.2347	-1.3123	6.8132	-0.7595	-0.3915	-0.6571	-0.2465	0.0000	0.0000
3509025621.4776	-13.4389	8.0970	54.9081	1.4743	7.8866	2.7266	-0.8629	-0.5029	-0.1410	3509025621.4862	-4.2112	9.1656	37.4273	0.8234	8.8509	-0.7593	-0.3596	-0.8887	0.3914	3509025621.4528	4.3820	-0.5889	-0.3538	1.4574	4.8098	-8.1155	0.0161	0.1146	1.0463	3509025621.4845	101.5919	-33.1979	-50.1632	1.4482	6.0895	-3.0657	0.2863	-0.3416	-0.6651	77031.2500	3509025621.4728	3509025544.4416	-103.5972	121.4089	342.7059	1.9670	18.5453	1.7936	0.4020	-0.7447	-0.3284	77031.2500	3509025621.4773	3509025544.4460	-302.5682	102.1538	125.5762	-5.9419	21.3538	-11.3095	0.0740	1.5168	0.6033	77031.2500	3509025621.4873	3509025544.4561	-1.4522	37.7630	-12.8833	-1.3045	6.8210	0.0181	-0.3952	-0.6456	-0.2442	0.0000	0.0000
3509025621.4873	-13.4389	8.0970	54.9081	1.7164	8.0394	3.0235	-0.8324	-0.4932	-0.1410	3509025621.4960	-5.5697	5.3746	42.3984	0.5050	9.5485	-1.2450	-0.3404	-0.9004	0.3978	3509025621.4625	4.3820	-0.5889	-0.3538	1.3796	4.9666	-8.1163	0.0121	0.0813	1.0441	3509025621.4942	101.5919	-33.1979	-50.1632	-0.0353	7.1587	-4.3740	0.2647	-0.3827	-0.6815	77041.0156	3509025621.4826	3509025544.4416	-103.5972	121.4089	342.7059	1.7323	16.3657	1.5783	0.4551	-0.6723	-0.2863	77041.0156	3509025621.4870	3509025544.4460	-302.5682	102.1538	125.5762	-7.1052	23.0092	-9.4089	0.0680	1.6261	0.5962	77041.0156	3509025621.4971	3509025544.4561	-1.4522	37.7630	-12.8833	-0.8988	6.9817	0.7941	-0.3952	-0.6533	-0.2512	0.0000	0.0000
