Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025629.1533	-8.4225	-83.0087	29.3446	-2.2669	9.2613	3.2015	-0.3257	-0.2272	-0.6356	3509025629.1620	-3.9181	-42.0999	13.9219	-2.9179	9.3254	-0.1398	0.0654	-0.6055	-0.2409	3509025629.1309	24.3321	-0.3647	-3.1358	1.1460	5.4364	-8.1955	-0.4245	-0.2729	0.2709	3509025629.1602	1.3929	60.3656	34.7487	-0.0411	9.6026	2.7813	0.1902	-0.5165	-0.1429	84707.0312	3509025629.1512	3509025544.4442	-29.8868	-32.3314	-8.3337	-0.2237	8.5202	2.4469	0.2429	-0.4957	0.1347	84707.0312	3509025629.1534	3509025544.4464	10.3245	-14.8818	-72.5877	-2.7745	4.2858	-9.8374	-0.4940	1.6597	0.3099	84707.0312	3509025629.1631	3509025544.4561	1.0220	-72.7864	-22.5291	-1.9448	9.6467	-0.3213	0.2468	-0.6073	-0.1659	0.0000	0.0000
3509025629.1631	-8.4225	-83.0087	29.3446	-2.5044	9.0322	3.3566	-0.3181	-0.2233	-0.6247	3509025629.1718	-3.9181	-42.0999	13.9219	-2.9179	9.3262	-0.0612	0.0481	-0.6289	-0.2387	3509025629.1407	24.3321	-0.3647	-3.1358	1.3796	5.5963	-7.8921	-0.4386	-0.2771	0.2687	3509025629.1700	1.3929	60.3656	34.7487	-0.0465	9.6026	2.2410	0.2118	-0.4979	-0.1475	84716.7969	3509025629.1610	3509025544.4442	-29.8868	-32.3314	-8.3337	0.0892	8.4472	2.9217	0.2429	-0.4957	0.1347	84716.7969	3509025629.1632	3509025544.4464	10.3245	-14.8818	-72.5877	-2.4584	3.9023	-9.7565	-0.4940	1.6597	0.3099	84716.7969	3509025629.1729	3509025544.4561	1.0220	-72.7864	-22.5291	-1.9447	9.5703	-0.3205	0.2338	-0.6149	-0.1659	0.0000	0.0000
3509025629.1729	-14.4767	-75.9829	28.1097	-2.5059	9.0322	3.2062	-0.3295	-0.2369	-0.6247	3509025629.1815	-3.9181	-42.0999	13.9219	-2.8383	9.5603	-0.0659	0.0481	-0.6289	-0.2387	3509025629.1504	24.3321	-0.3647	-3.1358	1.6910	5.5994	-7.5879	-0.4326	-0.2938	0.2621	3509025629.1798	0.8419	-118.3200	38.0460	-0.4357	9.6026	2.0133	0.2137	-0.4835	-0.1569	84726.5625	3509025629.1707	3509025544.4442	-15.5834	-82.5279	8.0122	0.1675	8.4496	3.1587	0.2449	-0.4830	0.1263	84726.5625	3509025629.1729	3509025544.4464	10.3245	-14.8818	-72.5877	-2.7703	3.3699	-9.4212	-0.4880	1.6303	0.2887	84726.5625	3509025629.1826	3509025544.4561	1.0220	-72.7864	-22.5291	-2.1024	9.8012	-0.1673	0.2282	-0.6111	-0.1705	0.0000	0.0000
3509025629.1826	-14.4767	-75.9829	28.1097	-2.3443	9.3377	3.4271	-0.3257	-0.2311	-0.6204	3509025629.1913	-6.7668	-28.3286	11.8345	-2.9179	9.6376	-0.1461	0.0692	-0.6250	-0.2387	3509025629.1602	22.9689	-3.6004	-1.7101	1.8467	5.5225	-7.4350	-0.4326	-0.2938	0.2621	3509025629.1895	0.8419	-118.3200	38.0460	-0.9031	9.2971	1.7122	0.2137	-0.4835	-0.1569	84736.3281	3509025629.1805	3509025544.4442	-15.5834	-82.5279	8.0122	0.0110	8.4519	3.3957	0.2633	-0.4830	0.1263	84736.3281	3509025629.1827	3509025544.4464	-23.9735	-69.9238	-115.4711	-2.7670	2.8374	-9.0922	-0.4860	1.6513	0.3028	84736.3281	3509025629.1924	3509025544.4561	-1.2360	-69.1237	-21.6811	-2.3420	9.7240	-0.2443	0.2208	-0.5977	-0.1682	0.0000	0.0000
3509025629.1924	-14.4767	-75.9829	28.1097	-2.1812	9.4905	3.8000	-0.3505	-0.2097	-0.6161	3509025629.2011	-6.7668	-28.3286	11.8345	-2.7587	9.7148	-0.2262	0.0596	-0.6074	-0.2387	3509025629.1700	22.9689	-3.6004	-1.7101	1.6131	5.6786	-7.5111	-0.4346	-0.2812	0.2489	3509025629.1993	0.8419	-118.3200	38.0460	-0.8303	9.1444	1.2498	0.2059	-0.4835	-0.1663	84746.0937	3509025629.1903	3509025544.4442	-15.5834	-82.5279	8.0122	-0.2237	8.5297	3.3949	0.2612	-0.4702	0.1200	84746.0937	3509025629.1925	3509025544.4464	-23.9735	-69.9238	-115.4711	-2.6866	2.8406	-8.9347	-0.4740	1.6324	0.3005	84746.0937	3509025629.2022	3509025544.4561	-1.2360	-69.1237	-21.6811	-2.3428	9.7232	-0.3220	0.2208	-0.6169	-0.1705	0.0000	0.0000
3509025629.2022	-13.6533	-67.5069	28.0732	-2.1006	8.5740	3.8836	-0.3467	-0.2097	-0.6052	3509025629.2108	-6.7668	-28.3286	11.8345	-2.4403	9.4011	-0.3772	0.0596	-0.6621	-0.2387	3509025629.1797	22.9689	-3.6004	-1.7101	1.9246	5.6770	-7.6679	-0.4225	-0.2687	0.2577	3509025629.2091	-14.3426	-143.5455	37.8502	-1.0632	8.7625	1.1787	0.2059	-0.5000	-0.1780	84755.8594	3509025629.2000	3509025544.4442	-8.6566	-152.3053	33.3215	-0.8496	8.3773	3.7125	0.2612	-0.4702	0.1200	84755.8594	3509025629.2022	3509025544.4464	-23.9735	-69.9238	-115.4711	-2.8419	2.9994	-8.6959	-0.4740	1.6324	0.3005	84755.8594	3509025629.2119	3509025544.4561	-1.2360	-69.1237	-21.6811	-2.5020	9.6467	-0.3213	0.2059	-0.6169	-0.1820	0.0000	0.0000
3509025629.2119	-13.6533	-67.5069	28.0732	-1.7037	9.1086	3.7238	-0.3581	-0.2155	-0.6139	3509025629.2206	-6.7668	-28.3286	11.8345	-2.2811	9.7921	-0.3064	0.0385	-0.6621	-0.2409	3509025629.1895	22.9689	-3.6004	-1.7101	1.5353	5.5986	-7.6632	-0.4386	-0.2667	0.2621	3509025629.2188	-14.3426	-143.5455	37.8502	-1.1390	8.4570	1.3370	0.2196	-0.4897	-0.1920	84765.6250	3509025629.2098	3509025544.4442	-8.6566	-152.3053	33.3215	-1.1626	8.2996	3.7133	0.2551	-0.4787	0.1137	84765.6250	3509025629.2120	3509025544.4464	-23.9735	-69.9238	-115.4711	-3.2344	3.6956	-8.5428	-0.4680	1.6618	0.3005	84765.6250	3509025629.2217	3509025544.4561	-4.7737	-69.6534	-24.0703	-2.3435	9.6460	-0.3990	0.2096	-0.5862	-0.1728	0.0000	0.0000
3509025629.2217	-13.6533	-67.5069	28.0732	-1.6240	9.1850	3.7223	-0.3486	-0.2136	-0.6052	3509025629.2304	-8.7403	-31.6134	10.2300	-2.0423	9.7905	-0.4636	0.0673	-0.6191	-0.2409	3509025629.1993	19.8746	0.9787	1.7116	2.0024	5.7546	-7.7462	-0.4386	-0.2667	0.2621	3509025629.2286	-14.3426	-143.5455	37.8502	-1.3641	7.9988	2.0386	0.2196	-0.4897	-0.1920	84775.3906	3509025629.2195	3509025544.4442	-8.6566	-152.3053	33.3215	-1.6320	8.2242	3.9511	0.2735	-0.4660	0.1011	84775.3906	3509025629.2218	3509025544.4464	-43.5447	-112.4277	-157.4943	-3.7057	3.7759	-8.3758	-0.4620	1.6282	0.2981	84775.3906	3509025629.2315	3509025544.4561	-4.7737	-69.6534	-24.0703	-2.4224	9.7996	-0.3228	0.2152	-0.6034	-0.1843	0.0000	0.0000
3509025629.2315	-12.2351	-68.8098	32.6326	-1.3023	9.1850	4.0199	-0.3581	-0.2583	-0.6247	3509025629.2401	-8.7403	-31.6134	10.2300	-2.0423	9.4791	-0.3788	0.0558	-0.6543	-0.2430	3509025629.2090	19.8746	0.9787	1.7116	1.1460	5.6794	-7.4296	-0.4245	-0.2854	0.2445	3509025629.2383	-30.9659	-61.1701	23.6940	-1.6621	7.7697	3.2019	0.2235	-0.4691	-0.1944	84785.1562	3509025629.2293	3509025544.4442	-8.6566	-152.3053	33.3215	-2.3362	8.1457	3.8729	0.2735	-0.4660	0.1011	84785.1562	3509025629.2315	3509025544.4464	-43.5447	-112.4277	-157.4943	-4.0170	4.0150	-7.9763	-0.4320	1.6681	0.3028	84785.1562	3509025629.2412	3509025544.4561	-4.7737	-69.6534	-24.0703	-2.5027	9.6460	-0.3990	0.2171	-0.5939	-0.1774	0.0000	0.0000
3509025629.2412	-12.2351	-68.8098	32.6326	-1.2233	9.1850	3.9439	-0.3619	-0.2544	-0.6117	3509025629.2499	-8.7403	-31.6134	10.2300	-2.2015	9.3980	-0.6916	0.0558	-0.6543	-0.2430	3509025629.2188	19.8746	0.9787	1.7116	1.5353	5.6793	-7.4335	-0.4286	-0.2542	0.2599	3509025629.2481	-30.9659	-61.1701	23.6940	-1.8083	7.6933	4.0533	0.2039	-0.4650	-0.1944	84794.9219	3509025629.2391	3509025544.4442	-5.7719	-209.4639	52.0944	-2.8839	8.1449	3.7939	0.2776	-0.4574	0.0842	84794.9219	3509025629.2413	3509025544.4464	-43.5447	-112.4277	-157.4943	-4.6410	3.7970	-7.3227	-0.4320	1.6681	0.3028	84794.9219	3509025629.2510	3509025544.4561	-4.7737	-69.6534	-24.0703	-2.2639	9.5695	-0.3982	0.2134	-0.6073	-0.1935	0.0000	0.0000
3509025629.2510	-12.2351	-68.8098	32.6326	-1.3857	9.0322	3.6462	-0.3619	-0.2524	-0.6161	3509025629.2597	-9.9602	-48.4184	6.7159	-2.4403	9.1646	-0.6084	0.0481	-0.6523	-0.2344	3509025629.2285	18.9853	-8.0066	1.2657	1.4574	5.7547	-7.7408	-0.4286	-0.2542	0.2599	3509025629.2579	-30.9659	-61.1701	23.6940	-1.8795	7.4642	4.6739	0.2118	-0.4856	-0.1991	84804.6875	3509025629.2488	3509025544.4442	-5.7719	-209.4639	52.0944	-3.5098	7.9909	3.9534	0.2939	-0.4532	0.0737	84804.6875	3509025629.2511	3509025544.4464	-57.0768	-131.1743	-177.7874	-5.0326	3.9559	-7.0792	-0.4300	1.6471	0.2887	84804.6875	3509025629.2608	3509025544.4561	-4.5628	-68.2609	-27.3217	-2.1039	9.2644	-0.3174	0.1855	-0.6015	-0.1843	0.0000	0.0000
3509025629.2608	-19.8113	-90.1824	39.5863	-1.3090	9.2613	3.3423	-0.3638	-0.2505	-0.6139	3509025629.2694	-9.9602	-48.4184	6.7159	-2.5199	9.3215	-0.5329	0.0423	-0.6074	-0.2366	3509025629.2383	18.9853	-8.0066	1.2657	1.5353	5.8347	-7.5887	-0.4346	-0.3000	0.2621	3509025629.2676	-14.6334	-34.1001	14.6222	-1.7983	7.4642	5.0591	0.2118	-0.4856	-0.1991	84814.4531	3509025629.2586	3509025544.4442	-5.7719	-209.4639	52.0944	-4.0575	7.9878	3.6374	0.3020	-0.4596	0.0653	84814.4531	3509025629.2608	3509025544.4464	-57.0768	-131.1743	-177.7874	-5.5818	3.8069	-6.8264	-0.4060	1.6555	0.2958	84814.4531	3509025629.2705	3509025544.4561	-4.5628	-68.2609	-27.3217	-1.7051	9.1123	-0.2381	0.1911	-0.6207	-0.1959	0.0000	0.0000
3509025629.2705	-19.8113	-90.1824	39.5863	-1.4737	8.9558	2.8206	-0.3714	-0.2544	-0.6074	3509025629.2792	-9.9602	-48.4184	6.7159	-2.1219	9.3176	-0.9259	0.0423	-0.6113	-0.2344	3509025629.2481	18.9853	-8.0066	1.2657	1.3796	5.7562	-7.5864	-0.4125	-0.2625	0.2555	3509025629.2774	-14.6334	-34.1001	14.6222	-2.2564	7.9988	5.6760	0.2196	-0.4712	-0.2037	84824.2187	3509025629.2684	3509025544.4442	2.8123	-222.2656	55.7188	-4.2922	7.9084	3.4802	0.3020	-0.4596	0.0653	84824.2187	3509025629.2706	3509025544.4464	-57.0768	-131.1743	-177.7874	-5.5818	3.8069	-6.8264	-0.3960	1.6282	0.2958	84824.2187	3509025629.2803	3509025544.4561	-4.5628	-68.2609	-27.3217	-1.8659	9.2637	-0.3952	0.1948	-0.6360	-0.1935	0.0000	0.0000
3509025629.2803	-19.8113	-90.1824	39.5863	-1.3933	9.3377	2.8912	-0.3676	-0.2233	-0.5987	3509025629.2890	-13.6962	-42.2423	9.3814	-1.7239	9.6328	-0.6177	0.0423	-0.6113	-0.2344	3509025629.2578	19.1561	-8.5224	-1.4019	1.3017	5.9908	-7.6648	-0.4326	-0.2604	0.2555	3509025629.2872	-14.6334	-34.1001	14.6222	-2.4909	7.7697	5.4490	0.2176	-0.4856	-0.1967	84833.9844	3509025629.2781	3509025544.4442	2.8123	-222.2656	55.7188	-4.8399	8.0624	3.3206	0.3041	-0.4617	0.0484	84833.9844	3509025629.2804	3509025544.4464	-49.6544	-139.4455	-170.6847	-6.0506	3.8151	-6.4192	-0.3960	1.6282	0.2958	84833.9844	3509025629.2901	3509025544.4561	-3.3541	-72.2113	-29.6582	-1.6271	9.1108	-0.3937	0.1707	-0.6533	-0.1935	0.0000	0.0000
3509025629.2901	-19.8113	-90.1824	39.5863	-1.1542	9.1850	2.8903	-0.3695	-0.2233	-0.5965	3509025629.2987	-13.6962	-42.2423	9.3814	-0.7687	9.7897	-0.5422	0.0500	-0.6504	-0.2344	3509025629.2676	19.1561	-8.5224	-1.4019	1.2238	5.7586	-7.3543	-0.4326	-0.2604	0.2555	3509025629.2969	-14.6334	-34.1001	14.6222	-2.1102	8.0752	4.8245	0.2176	-0.4815	-0.1967	84843.7500	3509025629.2879	3509025544.4442	2.8123	-222.2656	55.7188	-4.8399	8.1378	3.0828	0.3061	-0.4596	0.0274	84843.7500	3509025629.2901	3509025544.4464	-49.6544	-139.4455	-170.6847	-6.5235	3.9692	-6.4128	-0.3780	1.6492	0.2817	84843.7500	3509025629.2998	3509025544.4561	-3.3541	-72.2113	-29.6582	-1.4656	9.4189	-0.1634	0.1633	-0.6398	-0.2028	0.0000	0.0000
3509025629.2998	-26.2842	-95.1192	40.3415	-0.7527	9.0322	3.1886	-0.3810	-0.2252	-0.5922	3509025629.3085	-13.6962	-42.2423	9.3814	-0.3706	9.7921	-0.3064	0.0577	-0.6055	-0.2237	3509025629.2774	19.1561	-8.5224	-1.4019	1.6131	5.8354	-7.5127	-0.4346	-0.2583	0.2577	3509025629.3067	26.7105	-85.0874	15.4772	-2.9644	7.9988	4.5250	0.2157	-0.4815	-0.2014	84853.5156	3509025629.2977	3509025544.4442	16.0705	-191.2657	51.3574	-4.3704	8.2131	2.8450	0.3061	-0.4596	0.0274	84853.5156	3509025629.2999	3509025544.4464	-49.6544	-139.4455	-170.6847	-6.7551	3.8249	-5.9277	-0.3680	1.6786	0.3005	84853.5156	3509025629.3096	3509025544.4561	-3.3541	-72.2113	-29.6582	-1.3867	9.4181	-0.2412	0.1688	-0.5996	-0.2005	0.0000	0.0000
3509025629.3096	-26.2842	-95.1192	40.3415	-0.3542	8.8031	3.1870	-0.3790	-0.2272	-0.5879	3509025629.3183	-21.3621	-46.7247	17.3437	0.1070	9.6368	-0.2247	0.0346	-0.6426	-0.2323	3509025629.2871	18.7950	-10.7243	-3.0928	1.4574	5.9139	-7.5119	-0.4225	-0.2917	0.2445	3509025629.3165	26.7105	-85.0874	15.4772	-3.5053	8.0752	4.6069	0.2000	-0.5041	-0.2295	84863.2812	3509025629.3074	3509025544.4442	16.0705	-191.2657	51.3574	-4.2922	8.2909	2.8443	0.3184	-0.4362	0.0189	84863.2812	3509025629.3097	3509025544.4464	-49.6544	-139.4455	-170.6847	-7.1475	3.9052	-5.7623	-0.3440	1.6492	0.2864	84863.2812	3509025629.3194	3509025544.4561	-7.6315	-71.3032	-28.4415	-1.3852	9.1903	-0.0834	0.1744	-0.5996	-0.1935	0.0000	0.0000
3509025629.3194	-26.2842	-95.1192	40.3415	0.0413	8.6504	2.8837	-0.3905	-0.2680	-0.5944	3509025629.3280	-21.3621	-46.7247	17.3437	0.0274	9.3286	0.1746	0.0346	-0.6426	-0.2323	3509025629.2969	18.7950	-10.7243	-3.0928	1.2238	5.8331	-7.7392	-0.4225	-0.2917	0.2445	3509025629.3262	26.7105	-85.0874	15.4772	-3.8961	7.7697	4.2278	0.2137	-0.4609	-0.2272	84873.0469	3509025629.3172	3509025544.4442	16.0705	-191.2657	51.3574	-4.1357	8.7527	2.3656	0.3347	-0.4511	-0.0042	84873.0469	3509025629.3194	3509025544.4464	-29.8186	-139.8141	-125.6111	-7.2232	3.9886	-5.4440	-0.3440	1.6492	0.2864	84873.0469	3509025629.3291	3509025544.4561	-7.6315	-71.3032	-28.4415	-1.3048	9.2676	-0.0064	0.1707	-0.6284	-0.1935	0.0000	0.0000
3509025629.3291	-29.1435	-100.4143	33.2677	0.3586	8.3449	2.7332	-0.3886	-0.2680	-0.5879	3509025629.3378	-21.3621	-46.7247	17.3437	-0.8483	9.5611	0.0127	0.0481	-0.6328	-0.2323	3509025629.3067	18.7950	-10.7243	-3.0928	1.4574	5.8331	-7.7416	-0.4306	-0.2833	0.2489	3509025629.3360	31.7159	-101.6079	9.3959	-4.5159	8.1516	4.1530	0.2137	-0.4609	-0.2272	84882.8125	3509025629.3270	3509025544.4442	26.8251	-152.1558	38.8981	-3.9792	8.9875	2.5212	0.3204	-0.4532	-0.0189	84882.8125	3509025629.3292	3509025544.4464	-29.8186	-139.8141	-125.6111	-7.1404	3.9965	-5.0478	-0.3480	1.6324	0.2840	84882.8125	3509025629.3389	3509025544.4561	-7.6315	-71.3032	-28.4415	-1.4655	9.1895	-0.1612	0.1558	-0.6475	-0.2120	0.0000	0.0000
3509025629.3389	-29.1435	-100.4143	33.2677	0.0383	8.6504	2.5829	-0.3943	-0.2718	-0.5835	3509025629.3476	-21.3621	-46.7247	17.3437	-1.4055	9.4050	0.0158	0.0519	-0.6270	-0.2215	3509025629.3164	18.7950	-10.7243	-3.0928	1.4574	5.8354	-7.5111	-0.4326	-0.2833	0.2533	3509025629.3458	31.7159	-101.6079	9.3959	-4.9826	8.6862	3.9207	0.2157	-0.5185	-0.2506	84892.5781	3509025629.3367	3509025544.4442	26.8251	-152.1558	38.8981	-4.2139	9.2208	2.5189	0.3204	-0.4532	-0.0189	84892.5781	3509025629.3390	3509025544.4464	-29.8186	-139.8141	-125.6111	-6.9829	4.6123	-5.0633	-0.3220	1.6555	0.3005	84892.5781	3509025629.3487	3509025544.4561	-4.6867	-68.5031	-29.0594	-1.4648	9.1139	-0.0826	0.1373	-0.6609	-0.1982	0.0000	0.0000
3509025629.3487	-29.1435	-100.4143	33.2677	-0.1166	8.5740	3.0365	-0.3924	-0.2718	-0.5857	3509025629.3573	-25.4737	-52.1493	25.2654	-1.0871	9.7172	0.0096	0.0442	-0.6406	-0.2215	3509025629.3262	20.1259	-15.8999	-5.7122	1.6910	5.9907	-7.6687	-0.4366	-0.2958	0.2379	3509025629.3555	31.7159	-101.6079	9.3959	-6.0643	8.0752	4.0921	0.1961	-0.4835	-0.2553	84902.3437	3509025629.3465	3509025544.4442	26.8251	-152.1558	38.8981	-4.2139	9.2208	2.5189	0.3347	-0.4511	-0.0274	84902.3437	3509025629.3487	3509025544.4464	6.4081	-117.7066	-70.9160	-6.3550	5.2232	-5.3269	-0.3140	1.6534	0.2817	84902.3437	3509025629.3584	3509025544.4561	-4.6867	-68.5031	-29.0594	-1.5444	9.0374	-0.0819	0.1354	-0.6303	-0.2120	0.0000	0.0000
3509025629.3584	-27.8950	-87.7388	21.5764	-0.5090	8.6504	3.6413	-0.4076	-0.2641	-0.5770	3509025629.3671	-25.4737	-52.1493	25.2654	-1.0075	9.6423	0.3256	0.0442	-0.6406	-0.2215	3509025629.3360	20.1259	-15.8999	-5.7122	2.1582	6.2290	-7.3684	-0.4366	-0.2958	0.2379	3509025629.3653	22.6236	-106.2796	7.4226	-6.0643	8.4570	4.0883	0.1980	-0.4712	-0.2623	84912.1094	3509025629.3563	3509025544.4442	30.5572	-106.2967	15.9534	-3.7445	9.0637	2.3624	0.3388	-0.4468	-0.0400	84912.1094	3509025629.3585	3509025544.4464	6.4081	-117.7066	-70.9160	-5.6482	5.3721	-5.5828	-0.3140	1.6534	0.2817	84912.1094	3509025629.3682	3509025544.4561	-4.6867	-68.5031	-29.0594	-1.5389	9.1193	0.4617	0.1447	-0.6513	-0.2051	0.0000	0.0000
3509025629.3682	-27.8950	-87.7388	21.5764	-0.9067	8.5740	3.7212	-0.4095	-0.2680	-0.5683	3509025629.3769	-25.4737	-52.1493	25.2654	-1.0075	9.6423	0.3256	0.0654	-0.6211	-0.2194	3509025629.3457	20.1259	-15.8999	-5.7122	1.5353	6.1499	-7.4382	-0.4225	-0.2854	0.2401	3509025629.3751	22.6236	-106.2796	7.4226	-5.6031	8.5334	3.7741	0.1980	-0.4712	-0.2623	84921.8750	3509025629.3660	3509025544.4442	30.5572	-106.2967	15.9534	-3.6663	9.2161	2.0449	0.3388	-0.4468	-0.0400	84921.8750	3509025629.3683	3509025544.4464	6.4081	-117.7066	-70.9160	-5.1738	5.3751	-5.4331	-0.3040	1.6576	0.2793	84921.8750	3509025629.3779	3509025544.4561	-4.6867	-68.5031	-29.0594	-1.6193	9.2714	0.3824	0.1280	-0.6667	-0.2074	0.0000	0.0000
3509025629.3779	-27.8950	-87.7388	21.5764	-1.3045	8.6504	3.7996	-0.4019	-0.2583	-0.5705	3509025629.3866	-31.7831	-45.2755	35.6261	-0.8483	9.5627	0.1699	0.0481	-0.6152	-0.2065	3509025629.3555	20.7596	-20.4523	-3.1033	1.6910	6.1499	-7.4398	-0.4306	-0.2896	0.2555	3509025629.3848	22.6236	-106.2796	7.4226	-5.6851	8.3807	3.3132	0.2098	-0.4527	-0.2740	84931.6406	3509025629.3758	3509025544.4442	30.5572	-106.2967	15.9534	-3.2751	8.8233	1.6537	0.3306	-0.4468	-0.0526	84931.6406	3509025629.3780	3509025544.4464	31.8483	-94.5016	-27.2832	-4.4638	5.2994	-5.3662	-0.2980	1.6450	0.2723	84931.6406	3509025629.3877	3509025544.4561	-1.1900	-55.3655	-26.2140	-1.7770	9.2730	0.5379	0.1187	-0.6418	-0.2005	0.0000	0.0000
3509025629.3877	-34.3407	-65.4130	9.2959	-1.4661	8.8031	3.5741	-0.4057	-0.2583	-0.5597	3509025629.3964	-31.7831	-45.2755	35.6261	-1.1667	9.6407	0.1684	0.0481	-0.6152	-0.2065	3509025629.3653	20.7596	-20.4523	-3.1033	1.6131	6.1522	-7.2085	-0.4306	-0.2896	0.2555	3509025629.3946	23.3736	34.5525	-4.2158	-4.7596	7.8461	3.0005	0.1961	-0.4506	-0.2834	84941.4062	3509025629.3856	3509025544.4442	30.5572	-106.2967	15.9534	-3.0403	8.8210	1.4167	0.3245	-0.4553	-0.0547	84941.4062	3509025629.3878	3509025544.4464	31.8483	-94.5016	-27.2832	-3.9877	5.0746	-5.0528	-0.2880	1.6471	0.2746	84941.4062	3509025629.3975	3509025544.4561	-1.1900	-55.3655	-26.2140	-2.0158	9.5024	0.5356	0.1039	-0.6379	-0.2074	0.0000	0.0000
3509025629.3975	-34.3407	-65.4130	9.2959	-1.3083	8.8795	3.4214	-0.4114	-0.2602	-0.5618	3509025629.4062	-31.7831	-45.2755	35.6261	-1.4851	9.7968	0.1652	0.0673	-0.6504	-0.2108	3509025629.3750	20.7596	-20.4523	-3.1033	2.0803	6.0714	-7.4429	-0.4064	-0.2708	0.2511	3509025629.4044	23.3736	34.5525	-4.2158	-4.0647	7.6933	2.8407	0.1922	-0.4753	-0.2670	84951.1719	3509025629.3953	3509025544.4442	33.9594	-65.7683	-9.5105	-2.8839	8.7408	1.1805	0.3469	-0.4596	-0.0779	84951.1719	3509025629.3976	3509025544.4464	31.8483	-94.5016	-27.2832	-18.2123	11.3921	-8.7952	-0.2880	1.6471	0.2746	84951.1719	3509025629.4072	3509025544.4561	-1.1900	-55.3655	-26.2140	-1.9346	9.3510	0.6926	0.1187	-0.6456	-0.2028	0.0000	0.0000
