Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
276542.9687	-11.0238	-164.1579	67.7045	15.6695	15.2184	3.5642	-0.5448	-0.8699	-0.1280	276542.9687	15.1709	-308.8919	149.2648	-7.2960	14.7372	2.5038	-0.5096	-0.7578	0.2280	276542.9687	65.9274	-179.3938	57.8934	-4.4599	34.0225	-28.0171	0.0483	0.0375	0.7797	276542.9687	-122.5011	4.3333	129.7038	1.5089	8.8389	3.0051	0.0843	-0.6790	-0.4450	276542.9687	45.8178	-217.7133	-193.4775	-0.5367	18.4293	5.7453	-0.4347	-0.6596	-0.3832	276542.9687	511.4181	-82.4178	-153.6468	-4.7954	27.6013	-6.9997	-0.1520	0.8382	-0.2723	276552.7344	11.1303	25.9573	13.2387	1.7892	12.9273	-1.0539	-0.3878	-0.7490	-0.1659	0.0000	0.0000
276552.7344	84.9000	48.7214	-56.9355	11.4092	12.9272	7.9164	-0.5486	-0.8816	-0.1171	276552.7344	15.1709	-308.8919	149.2648	-12.3905	16.8145	-8.3093	-0.4846	-0.7969	0.2108	276552.7344	65.9274	-179.3938	57.8934	-9.5985	9.4080	-18.8840	0.0905	0.0375	0.7775	276552.7344	-122.5011	4.3333	129.7038	2.3553	10.5955	2.5158	0.1137	-0.6996	-0.4356	276552.7344	27.4535	-179.6112	-157.2870	-0.0672	16.1538	3.7138	-0.4347	-0.6596	-0.3832	276552.7344	499.7936	19.2719	-234.4653	-5.9264	31.3969	-9.7594	-0.1900	0.8151	-0.4038	276562.5000	45.7689	20.7659	-9.3622	2.3364	12.5349	-2.0610	-0.3952	-0.7605	-0.1659	0.0000	0.0000
276562.5000	84.9000	48.7214	-56.9355	-8.4075	14.6838	2.8327	-0.5467	-0.8660	-0.1150	276562.5000	-40.4537	-67.8211	184.7396	-10.2413	14.2329	-1.1028	-0.4365	-0.8437	0.2366	276562.5000	65.9274	-179.3938	57.8934	-4.3041	2.5023	-11.4154	0.0905	0.0375	0.7775	276562.5000	-89.8821	-29.2932	175.9988	2.3504	13.2685	2.0260	0.1216	-0.7222	-0.4192	276562.5000	27.4535	-179.6112	-157.2870	-0.3020	13.7307	2.4738	-0.4551	-0.6426	-0.3432	276562.5000	499.7936	19.2719	-234.4653	-8.4033	38.4152	-13.1139	-0.2560	0.8361	-0.4742	276572.2656	45.7689	20.7659	-9.3622	1.3624	12.8986	-3.9309	-0.3803	-0.7625	-0.1682	0.0000	0.0000
276572.2656	84.9000	48.7214	-56.9355	-18.7005	12.1635	1.6823	-0.5219	-0.8330	-0.0651	276572.2656	-40.4537	-67.8211	184.7396	-9.7637	10.1893	0.3933	-0.4365	-0.8437	0.2366	276572.2656	65.9274	-179.3938	57.8934	-2.5134	5.6406	-11.3110	0.1167	0.0500	0.7819	276572.2656	-89.8821	-29.2932	175.9988	2.2107	16.3998	3.5401	0.1510	-0.7119	-0.3864	276572.2656	27.4535	-179.6112	-157.2870	-1.1626	10.6919	1.8721	-0.4755	-0.6277	-0.3347	276572.2656	499.7936	19.2719	-234.4653	-12.0888	22.8960	-11.2174	-0.2560	0.8361	-0.4742	276582.0312	45.7689	20.7659	-9.3622	-1.4227	11.4467	-3.8386	-0.4007	-0.7529	-0.1682	0.0000	0.0000
276582.0312	-23.1911	-409.6791	37.2737	-17.6911	7.5811	6.9824	-0.5200	-0.8175	-0.0738	276582.0312	-40.4537	-67.8211	184.7396	-10.7985	11.4575	2.3335	-0.4000	-0.8008	0.2215	276582.0312	35.2759	0.2457	1.5199	1.7689	6.7427	-10.9038	0.0946	0.0375	0.7665	276582.0312	-89.8821	-29.2932	175.9988	1.4526	21.7458	5.1154	0.1510	-0.7119	-0.3864	276582.0312	18.4382	-33.5024	-123.2635	1.3411	9.0519	1.1774	-0.4755	-0.6277	-0.3347	276582.0312	499.7936	19.2719	-234.4653	-4.5456	32.4727	-21.4304	-0.2800	0.8466	-0.5704	276591.7969	-13.3423	15.5441	-23.0002	-2.4667	10.0611	-4.7580	-0.3896	-0.7854	-0.1774	0.0000	0.0000
276591.7969	-23.1911	-409.6791	37.2737	-14.3409	7.2757	7.2528	-0.5143	-0.8447	-0.0651	276591.7969	34.1992	-10.5499	159.4847	-9.5249	9.8447	4.9604	-0.3712	-0.8437	0.2108	276591.7969	35.2759	0.2457	1.5199	-1.4234	4.8685	-10.0849	0.0946	0.0375	0.7665	276591.7969	-51.4006	61.8679	148.0030	1.1521	24.0370	6.0219	0.2078	-0.6728	-0.3911	276591.7969	18.4382	-33.5024	-123.2635	9.7910	8.9354	-2.6931	-0.5041	-0.6298	-0.3537	276591.7969	278.3786	-35.4317	-197.1030	-7.0717	22.6839	-21.8210	-0.3100	0.8361	-0.6338	276601.5625	-13.3423	15.5441	-23.0002	-2.5503	10.3631	-5.1498	-0.4137	-0.7759	-0.1728	0.0000	0.0000
276601.5625	-23.1911	-409.6791	37.2737	-9.9449	5.9773	8.5003	-0.5105	-0.8311	-0.0889	276601.5625	34.1992	-10.5499	159.4847	-8.8881	6.6147	1.9586	-0.3404	-0.8750	0.2301	276601.5625	35.2759	0.2457	1.5199	-0.6448	4.7969	-9.4005	0.0926	0.0417	0.7819	276601.5625	-51.4006	61.8679	148.0030	-0.3246	19.2255	5.3900	0.2235	-0.7305	-0.3817	276601.5625	18.4382	-33.5024	-123.2635	18.3973	8.9485	6.3932	-0.4878	-0.6170	-0.3411	276601.5625	278.3786	-35.4317	-197.1030	-8.0470	19.7826	-9.0071	-0.3700	0.8487	-0.6291	276611.3281	-13.3423	15.5441	-23.0002	-1.5116	10.5963	-4.7633	-0.4119	-0.7778	-0.1774	0.0000	0.0000
276611.3281	-34.3305	130.1224	58.3709	-7.1532	4.3735	8.7140	-0.5029	-0.8816	-0.6291	276611.3281	34.1992	-10.5499	159.4847	-11.2761	6.1070	5.8213	-0.3404	-0.8750	0.2301	276611.3281	14.8856	2.9261	-2.6740	0.2117	4.8806	-8.8721	0.1107	0.0271	0.7753	276611.3281	-51.4006	61.8679	148.0030	-2.2872	14.4905	2.6005	0.2235	-0.7305	-0.3817	276611.3281	53.2149	153.9994	-51.0561	19.9621	8.7007	12.7167	-0.4735	-0.5936	-0.3600	276611.3281	278.3786	-35.4317	-197.1030	2.0695	38.0030	-29.8723	-0.3700	0.8487	-0.6291	276621.0937	-13.3423	15.5441	-23.0002	-0.3159	9.9098	-4.6009	-0.4137	-0.7452	-0.1705	0.0000	0.0000
276621.0937	-34.3305	130.1224	58.3709	-7.0021	4.2971	7.8860	-0.5124	-0.8602	-0.0889	276621.0937	13.6507	114.4362	90.9191	-8.6493	11.2556	5.5611	-0.3288	-0.8672	0.1871	276621.0937	14.8856	2.9261	-2.6740	-0.0219	3.7820	-8.9356	0.0865	0.0229	0.7819	276621.0937	-51.4006	61.8679	148.0030	-3.4671	13.6504	0.6907	0.2588	-0.6955	-0.3396	276621.0937	53.2149	153.9994	-51.0561	16.9890	8.3478	8.5326	-0.4735	-0.5936	-0.3600	276621.0937	-137.0707	-124.9848	-87.5907	-8.4651	13.1845	-19.2946	-0.4000	0.8782	-0.6315	276630.8594	-1.7543	35.4624	-6.5824	0.4854	11.0621	-4.0681	-0.3822	-0.7471	-0.1774	0.0000	0.0000
276630.8594	-34.3305	130.1224	58.3709	-6.3858	6.5883	5.7512	-0.5010	-0.8874	-0.0846	276630.8594	13.6507	114.4362	90.9191	-4.8284	11.2218	2.1810	-0.3288	-0.8809	0.1806	276630.8594	14.8856	2.9261	-2.6740	-0.0998	4.7215	-9.0978	0.0865	0.0229	0.7819	276630.8594	-20.0367	12.9397	167.5303	-2.2988	14.8723	1.4388	0.2902	-0.6584	-0.3466	276630.8594	53.2149	153.9994	-51.0561	12.9988	6.5357	6.1803	-0.5020	-0.6043	-0.3663	276630.8594	-137.0707	-124.9848	-87.5907	-8.6309	6.3174	-12.2286	-0.4300	0.8004	-0.5939	276640.6250	-1.7543	35.4624	-6.5824	2.4823	13.2863	-3.3905	-0.4007	-0.7720	-0.1820	0.0000	0.0000
276640.6250	-14.3258	81.4412	77.0914	-4.8854	8.9558	4.3588	-0.4914	-0.8796	-0.0911	276640.6250	13.6507	114.4362	90.9191	-2.2015	10.7513	1.9545	-0.3288	-0.8809	0.1806	276640.6250	16.5771	1.4373	0.3656	-0.6448	4.4871	-9.0132	0.0664	0.0000	0.7687	276640.6250	-20.0367	12.9397	167.5303	0.0387	16.0943	3.0244	0.3039	-0.6358	-0.3466	276640.6250	-46.0291	-141.8750	32.1699	8.6956	5.0251	2.8769	-0.4857	-0.5851	-0.3305	276640.6250	-137.0707	-124.9848	-87.5907	-9.6239	4.3783	-9.0655	-0.4400	0.8319	-0.5282	276650.3906	-1.7543	35.4624	-6.5824	3.2799	12.9820	-3.2319	-0.3989	-0.7739	-0.1912	0.0000	0.0000
276650.3906	-14.3258	81.4412	77.0914	-2.0993	10.5597	4.0141	-0.4819	-0.8854	-0.0976	276650.3906	13.6507	114.4362	90.9191	-0.3706	11.2888	1.0789	-0.3250	-0.9258	0.1935	276650.3906	16.5771	1.4373	0.3656	-0.4112	4.0180	-8.8572	0.1006	0.0250	0.7907	276650.3906	-20.0367	12.9397	167.5303	2.6100	16.0943	4.7744	0.3039	-0.6358	-0.3466	276650.3906	-46.0291	-141.8750	32.1699	6.1137	2.4386	0.8485	-0.4857	-0.5851	-0.3305	276650.3906	-245.2393	-35.8924	-47.5807	-8.8903	1.7312	-6.6392	-0.4400	0.8319	-0.5282	276660.1562	12.0854	18.1171	-8.3786	3.6015	12.1441	-2.9124	-0.3970	-0.7682	-0.1797	0.0000	0.0000
276660.1562	-14.3258	81.4412	77.0914	0.2967	10.3305	4.5189	-0.4457	-0.8524	-0.1193	276660.1562	-4.9259	73.2783	53.4025	-0.2114	10.9743	0.8493	-0.3038	-0.8750	0.1742	276660.1562	16.5771	1.4373	0.3656	-0.2555	4.1726	-9.0908	0.1006	0.0250	0.7907	276660.1562	48.4923	49.6735	174.9716	3.0102	14.9487	6.0942	0.3196	-0.5967	-0.3326	276660.1562	-46.0291	-141.8750	32.1699	3.6883	0.1051	0.7928	-0.4776	-0.5702	-0.2926	276660.1562	-245.2393	-35.8924	-47.5807	-8.2380	0.0033	-4.4684	-0.4640	0.7983	-0.4507	276669.9219	12.0854	18.1171	-8.3786	3.4454	12.3766	-2.6037	-0.3822	-0.7548	-0.1935	0.0000	0.0000
276669.9219	-14.3258	81.4412	77.0914	1.4891	10.6360	4.2031	-0.4419	-0.8874	-0.1215	276669.9219	-4.9259	73.2783	53.4025	-0.5299	10.5156	1.8020	-0.2942	-0.9102	0.1677	276669.9219	16.5771	1.4373	0.3656	-0.7226	4.4102	-8.8580	0.0785	-0.0125	0.7841	276669.9219	48.4923	49.6735	174.9716	0.1288	12.4284	4.2954	0.3745	-0.6049	-0.3396	276669.9219	-46.0291	-141.8750	32.1699	1.4976	-1.0675	0.1724	-0.5082	-0.6043	-0.2926	276669.9219	-245.2393	-35.8924	-47.5807	-8.2325	0.2454	-3.9161	-0.4760	0.7521	-0.4014	276679.6875	12.0854	18.1171	-8.3786	2.7344	12.4585	-2.0602	-0.4026	-0.7701	-0.1912	0.0000	0.0000
276679.6875	92.7134	94.1327	100.0000	1.1719	9.7959	4.3651	-0.4381	-0.8854	-0.1410	276679.6875	-4.9259	73.2783	53.4025	-1.1667	10.1121	0.4734	-0.2942	-0.9102	0.1677	276679.6875	19.0788	1.9527	-0.5818	-0.6448	4.6432	-9.0916	0.0563	-0.0208	0.7775	276679.6875	48.4923	49.6735	174.9716	0.5715	11.8938	2.1347	0.4176	-0.5802	-0.3326	276679.6875	-33.6684	29.9256	111.7558	1.1846	-1.8498	-0.2938	-0.4714	-0.6021	-0.2800	276679.6875	-245.2393	-35.8924	-47.5807	-7.2929	2.6974	-4.5412	-0.4860	0.8004	-0.3028	276689.4531	8.8860	-7.1893	-2.7952	1.5451	11.9280	-1.5883	-0.3989	-0.7663	-0.1959	0.0000	0.0000
276689.4531	92.7134	94.1327	100.0000	0.4661	8.8795	5.5094	-0.4190	-0.8835	-0.1584	276689.4531	12.0445	7.9309	39.9324	-1.0075	10.0285	-0.0753	-0.2962	-0.9258	0.1742	276689.4531	19.0788	1.9527	-0.5818	-1.1119	4.2549	-8.6989	0.0905	-0.0229	0.7797	276689.4531	0.6888	91.2968	164.2930	0.5615	11.4356	1.1358	0.4176	-0.5802	-0.3326	276689.4531	-33.6684	29.9256	111.7558	1.8888	-2.0847	-0.4495	-0.4714	-0.6021	-0.2800	276689.4531	-240.7121	48.5369	-8.4706	-6.9058	4.9940	-5.2317	-0.4860	0.8004	-0.3028	276699.2187	8.8860	-7.1893	-2.7952	0.1943	10.7835	-1.3436	-0.4026	-0.7701	-0.1912	0.0000	0.0000
276699.2187	92.7134	94.1327	100.0000	-1.9270	8.6504	5.3100	-0.3962	-0.9107	-0.1714	276699.2187	12.0445	7.9309	39.9324	-1.2463	9.8882	1.5000	-0.2827	-0.8867	0.1613	276699.2187	19.0788	1.9527	-0.5818	-0.2555	4.0965	-8.8595	0.0905	-0.0229	0.7797	276699.2187	0.6888	91.2968	164.2930	0.3280	9.9845	0.9982	0.4451	-0.5226	-0.2998	276699.2187	-33.6684	29.9256	111.7558	3.5318	-1.6967	-0.5324	-0.4286	-0.6128	-0.2695	276699.2187	-240.7121	48.5369	-8.4706	-6.3608	6.4438	-5.9084	-0.4700	0.7794	-0.2394	276708.9844	8.8860	-7.1893	-2.7952	-0.7624	9.7115	-1.4884	-0.4100	-0.7759	-0.1820	0.0000	0.0000
276708.9844	44.8320	19.8493	133.7106	-2.4885	7.6575	4.9495	-0.3733	-0.9262	-0.1670	276708.9844	12.0445	7.9309	39.9324	-1.5647	9.8976	2.4433	-0.2827	-0.9141	0.1591	276708.9844	19.9848	6.4886	-0.8344	0.1338	4.3325	-8.7890	0.0966	-0.0271	0.7775	276708.9844	0.6888	91.2968	164.2930	1.6459	8.4570	1.2319	0.4686	-0.5103	-0.2951	276708.9844	-18.6413	113.5289	211.1368	5.0183	-0.3669	0.2444	-0.3980	-0.6340	-0.2905	276708.9844	-240.7121	48.5369	-8.4706	-5.1806	7.5949	-6.1142	-0.4520	0.8193	-0.1573	276718.7500	-23.2866	-9.7170	30.6329	-1.3976	8.8721	-1.3244	-0.3970	-0.7854	-0.1797	0.0000	0.0000
276718.7500	44.8320	19.8493	133.7106	-2.1719	6.6647	4.7306	-0.3524	-0.9320	-0.1757	276718.7500	2.8893	5.2025	31.3456	-1.9627	9.6674	2.8410	-0.2827	-0.9141	0.1591	276718.7500	19.9848	6.4886	-0.8344	-0.0219	4.4885	-8.8658	0.0724	-0.0312	0.7665	276718.7500	10.6383	164.0582	127.2193	0.1719	7.9224	0.8660	0.4686	-0.5103	-0.2951	276718.7500	-18.6413	113.5289	211.1368	6.5831	-0.1242	1.1901	-0.3980	-0.6340	-0.2905	276718.7500	-322.8648	62.4606	51.5858	-3.5251	8.2117	-6.0801	-0.4520	0.8193	-0.1573	276728.5156	-23.2866	-9.7170	30.6329	-1.7963	7.8009	-1.3915	-0.3859	-0.7701	-0.1843	0.0000	0.0000
276728.5156	44.8320	19.8493	133.7106	-1.4629	6.6647	3.8963	-0.3410	-0.9223	-0.1735	276728.5156	2.8893	5.2025	31.3456	-0.6095	9.6572	1.8191	-0.2596	-0.9004	0.1785	276728.5156	19.9848	6.4886	-0.8344	-0.1776	4.3340	-8.6322	0.0724	-0.0312	0.7665	276728.5156	10.6383	164.0582	127.2193	0.3275	7.6933	0.9439	0.4980	-0.5226	-0.2834	276728.5156	-18.6413	113.5289	211.1368	6.9743	0.6565	1.4984	-0.3551	-0.6574	-0.3011	276728.5156	-322.8648	62.4606	51.5858	-2.1067	8.5961	-6.1161	-0.4580	0.8824	-0.0681	276738.2812	-23.2866	-9.7170	30.6329	-1.7181	7.0348	-1.5394	-0.3915	-0.7854	-0.1774	0.0000	0.0000
276738.2812	-38.3624	34.7960	104.6877	-1.3855	6.8174	3.6684	-0.3010	-0.8913	-0.1649	276738.2812	2.8893	5.2025	31.3456	1.7786	9.5019	1.9009	-0.2712	-0.9199	0.1462	276738.2812	15.7129	0.5014	6.9484	-0.5669	4.2556	-8.6275	0.0765	-0.0208	0.7797	276738.2812	10.6383	164.0582	127.2193	0.8011	6.9296	1.8732	0.5176	-0.4794	-0.2365	276738.2812	-10.3716	140.8037	271.6945	6.9743	0.7327	1.3396	-0.3000	-0.6766	-0.2926	276738.2812	-322.8648	62.4606	51.5858	-1.7096	8.6793	-5.8073	-0.4420	0.9517	-0.0305	276748.0469	-23.2866	-9.7170	30.6329	-2.1153	6.3475	-1.4547	-0.4026	-0.7816	-0.1705	0.0000	0.0000
276748.0469	-38.3624	34.7960	104.6877	-1.8689	6.5883	3.1490	-0.2819	-0.9049	-0.1692	276748.0469	15.0053	17.8236	30.2476	2.2562	9.1914	2.0643	-0.2558	-0.8887	0.1505	276748.0469	15.7129	0.5014	6.9484	-0.5669	4.4909	-8.6299	0.1006	-0.0083	0.7753	276748.0469	10.6383	164.0582	127.2193	1.5107	6.5477	3.1824	0.5529	-0.4527	-0.2225	276748.0469	-10.3716	140.8037	271.6945	6.6614	1.0382	0.7834	-0.2612	-0.7021	-0.3179	276748.0469	-395.4028	-4.4017	122.5898	-0.6829	9.6075	-5.6076	-0.4420	0.9601	0.0188	276757.8125	-32.1493	-18.8134	41.8376	-1.9545	5.7374	-1.2931	-0.3822	-0.7835	-0.1682	0.0000	0.0000
276757.8125	-38.3624	34.7960	104.6877	-1.9509	7.5811	2.9143	-0.2667	-0.9243	-0.1627	276757.8125	15.0053	17.8236	30.2476	3.2114	9.6407	0.1684	-0.2558	-0.8887	0.1505	276757.8125	15.7129	0.5014	6.9484	-0.5669	4.3356	-8.4747	0.0604	-0.0521	0.7533	276757.8125	37.2264	133.4815	81.9335	2.2954	5.3258	4.2676	0.5529	-0.4527	-0.2225	276757.8125	-10.3716	140.8037	271.6945	6.5049	0.1781	0.3180	-0.2612	-0.7021	-0.3179	276757.8125	-395.4028	-4.4017	122.5898	-0.2881	9.6089	-5.5359	-0.4420	0.9601	0.0188	276767.5781	-32.1493	-18.8134	41.8376	-1.7118	5.8942	-0.9058	-0.3729	-0.8046	-0.1682	0.0000	0.0000
276767.5781	-13.9368	85.5030	83.7297	-1.5563	8.3449	2.5267	-0.2610	-0.9049	-0.1649	276767.5781	15.0053	17.8236	30.2476	3.2114	9.6407	0.1684	-0.2615	-0.9121	0.1720	276767.5781	12.4984	5.8648	12.6294	-0.1776	4.0219	-8.4754	0.0604	-0.0521	0.7533	276767.5781	37.2264	133.4815	81.9335	3.6929	4.7148	4.7229	0.5510	-0.4630	-0.2201	276767.5781	-23.1947	96.4264	304.3338	4.7054	0.8637	-1.1111	-0.2020	-0.7106	-0.3137	276767.5781	-395.4028	-4.4017	122.5898	0.6614	10.1554	-5.1678	-0.4600	1.0252	0.0399	276777.3437	-32.1493	-18.8134	41.8376	-1.4746	6.8865	-1.0713	-0.3729	-0.8142	-0.1613	0.0000	0.0000
276777.3437	-13.9368	85.5030	83.7297	0.2074	8.9558	3.5558	-0.2438	-0.9204	-0.1562	276777.3437	15.0053	17.8236	30.2476	2.8930	8.7918	1.1288	-0.2615	-0.9277	0.1419	276777.3437	12.4984	5.8648	12.6294	-0.3333	4.4932	-8.4017	0.0744	-0.0125	0.7863	276777.3437	37.2264	133.4815	81.9335	4.5403	4.1038	4.3345	0.5549	-0.4733	-0.2014	276777.3437	-23.1947	96.4264	304.3338	4.4707	0.3210	-0.9477	-0.1510	-0.7170	-0.3053	276777.3437	-423.1131	-57.3183	145.3778	-0.3583	10.4733	-4.6762	-0.4280	1.0357	0.0986	276787.1094	-43.6347	-19.7972	34.1594	-1.1563	7.2688	-1.0751	-0.3766	-0.7989	-0.1498	0.0000	0.0000
276787.1094	-13.9368	85.5030	83.7297	0.4480	9.1086	3.7023	-0.2476	-0.9204	-0.1714	276787.1094	15.6167	-2.9169	42.6615	2.0970	9.6517	1.2689	-0.2308	-0.8984	0.1398	276787.1094	12.4984	5.8648	12.6294	-0.4112	4.2610	-8.0913	0.1006	-0.0813	0.7687	276787.1094	21.9654	61.1358	53.9707	5.2306	3.5692	3.7154	0.5863	-0.4218	-0.1897	276787.1094	-23.1947	96.4264	304.3338	4.2359	0.8685	-0.6371	-0.1510	-0.7170	-0.3053	276787.1094	-423.1131	-57.3183	145.3778	2.3837	10.9022	-6.3316	-0.3900	1.0126	0.1362	276796.8750	-43.6347	-19.7972	34.1594	-1.1570	6.6564	-1.1468	-0.3432	-0.7663	-0.1406	0.0000	0.0000
276796.8750	-13.9368	85.5030	83.7297	0.9329	9.2613	4.3728	-0.2286	-0.9573	-0.1735	276796.8750	15.6167	-2.9169	42.6615	3.2910	10.1940	0.8649	-0.2308	-0.8984	0.1398	276796.8750	12.4984	5.8648	12.6294	-0.5669	3.0839	-8.1548	0.1006	-0.0813	0.7687	276796.8750	21.9654	61.1358	53.9707	6.0780	3.0346	3.3262	0.5863	-0.4218	-0.1897	276796.8750	-23.1947	96.4264	304.3338	3.3753	1.2557	-0.7990	-0.0837	-0.7553	-0.3095	276796.8750	-423.1131	-57.3183	145.3778	3.4836	11.9732	-6.6935	-0.3900	1.0126	0.1362	276806.6406	-43.6347	-19.7972	34.1594	-0.3602	6.5043	-1.0675	-0.3544	-0.7759	-0.1429	0.0000	0.0000
276806.6406	6.3727	125.2968	64.2099	1.7329	8.6504	4.6717	-0.2229	-0.9476	-0.1757	276806.6406	15.6167	-2.9169	42.6615	2.5746	10.0427	1.3397	-0.2327	-0.9238	0.1484	276806.6406	20.7155	-3.0316	11.6220	-0.3333	3.7059	-8.7012	0.0543	-0.0458	0.7731	276806.6406	21.9654	61.1358	53.9707	6.4611	2.2709	2.9440	0.5882	-0.4794	-0.1967	276806.6406	-2.0164	61.7503	356.0318	2.7494	2.0293	-1.2018	-0.0184	-0.7681	-0.3200	276806.6406	-423.1131	-57.3183	145.3778	3.5486	13.1779	-8.0721	-0.3920	1.0630	0.1995	276816.4062	-40.3375	-2.7547	24.6624	-0.1222	6.7328	-1.1475	-0.3506	-0.7797	-0.1244	0.0000	0.0000
276816.4062	6.3727	125.2968	64.2099	0.9329	8.7267	4.3781	-0.2171	-0.9650	-0.1562	276816.4062	2.9718	27.2364	61.6299	1.0622	9.9638	1.2626	-0.2038	-0.9160	0.1355	276816.4062	20.7155	-3.0316	11.6220	-0.4112	4.8030	-8.7882	0.0765	-0.0396	0.7577	276816.4062	45.6299	25.3692	23.8397	6.5354	2.0418	2.6368	0.5608	-0.4444	-0.1710	276816.4062	-2.0164	61.7503	356.0318	3.6100	2.7259	-1.5248	0.0571	-0.7511	-0.3053	276816.4062	-410.0220	-107.6822	112.2054	2.9808	14.3781	-9.6768	-0.3500	1.0462	0.2512	276826.1719	-40.3375	-2.7547	24.6624	-0.1191	7.2712	-0.8418	-0.3395	-0.7893	-0.1313	0.0000	0.0000
276826.1719	6.3727	125.2968	64.2099	0.2119	8.9558	4.0070	-0.1771	-0.9029	-0.1735	276826.1719	2.9718	27.2364	61.6299	1.7786	9.8866	1.3428	-0.2038	-0.9160	0.1355	276826.1719	20.7155	-3.0316	11.6220	-0.8005	4.4955	-8.1666	0.0966	-0.0563	0.7841	276826.1719	45.6299	25.3692	23.8397	6.7661	1.5072	2.4854	0.5608	-0.4444	-0.1710	276826.1719	-2.0164	61.7503	356.0318	5.0966	4.9864	-0.9943	0.0571	-0.7511	-0.3053	276826.1719	-410.0220	-107.6822	112.2054	2.3276	16.9513	-11.9440	-0.2760	1.1092	0.3122	276835.9375	-40.3375	-2.7547	24.6624	0.0401	7.3476	-0.8426	-0.3321	-0.7739	-0.1313	0.0000	0.0000
276835.9375	-12.9094	87.1343	56.4937	-0.3505	9.1086	3.5599	-0.1695	-0.9243	-0.1649	276835.9375	2.9718	27.2364	61.6299	1.4602	9.9552	0.3979	-0.2038	-0.9277	0.1376	276835.9375	28.8052	-0.9314	10.6955	-1.0341	4.4148	-8.3940	0.0966	-0.0563	0.7841	276835.9375	45.6299	25.3692	23.8397	6.8435	1.6599	2.4831	0.5922	-0.4280	-0.1897	276835.9375	18.9563	71.9333	400.8878	5.0966	4.9864	-0.9943	0.1469	-0.7383	-0.3011	276835.9375	-410.0220	-107.6822	112.2054	2.0668	19.7521	-14.3829	-0.2760	1.1092	0.3122	276845.7031	0.0333	17.3604	36.7921	0.0409	7.2719	-0.7641	-0.3358	-0.7816	-0.1359	0.0000	0.0000
276845.7031	-12.9094	87.1343	56.4937	-1.0684	9.0322	3.4926	-0.1600	-0.9107	-0.1822	276845.7031	-5.5582	41.5802	67.3147	0.6642	10.2658	0.2345	-0.1981	-0.9414	0.1484	276845.7031	28.8052	-0.9314	10.6955	-1.2676	4.8862	-8.3195	0.0704	-0.0688	0.7665	276845.7031	110.3169	-32.0853	-28.6093	7.3100	1.7363	2.7093	0.6039	-0.4095	-0.2084	276845.7031	18.9563	71.9333	400.8878	6.5831	8.7002	4.8945	0.2204	-0.7638	-0.3158	276845.7031	-432.7447	-130.5378	96.8422	2.0558	23.0417	-15.4833	-0.2620	1.1492	0.3638	276855.4687	0.0333	17.3604	36.7921	0.1220	7.1970	-0.6078	-0.3135	-0.7989	-0.1244	0.0000	0.0000
276855.4687	-12.9094	87.1343	56.4937	-1.2308	9.1086	3.1927	-0.1486	-0.9301	-0.1584	276855.4687	-5.5582	41.5802	67.3147	0.0274	10.2650	0.1559	-0.1750	-0.9023	0.1269	276855.4687	28.8052	-0.9314	10.6955	-0.8783	4.8069	-8.3994	0.0724	-0.0646	0.7687	276855.4687	110.3169	-32.0853	-28.6093	6.3806	2.8819	2.6299	0.5667	-0.4136	-0.2108	276855.4687	18.9563	71.9333	400.8878	7.5220	12.1555	8.2575	0.2204	-0.7638	-0.3158	276855.4687	-432.7447	-130.5378	96.8422	1.5816	25.6578	-15.6057	-0.1780	1.2122	0.4085	276865.2344	0.0333	17.3604	36.7921	0.4467	7.2032	0.0142	-0.3284	-0.8199	-0.1382	0.0000	0.0000
276865.2344	-12.9608	95.6344	72.7803	-0.9918	9.4905	3.1865	-0.1505	-0.9495	-0.1670	276865.2344	-5.5582	41.5802	67.3147	0.1070	10.2610	-0.2372	-0.1750	-0.9023	0.1269	276865.2344	40.2023	3.4723	0.3017	-1.1898	4.5709	-8.4708	0.0724	-0.0646	0.7687	276865.2344	110.3169	-32.0853	-28.6093	3.8160	5.2494	1.5511	0.5667	-0.4136	-0.2108	276865.2344	-14.1571	-17.7096	411.2029	8.6174	15.6284	5.6153	0.2939	-0.7149	-0.2968	276865.2344	-432.7447	-130.5378	96.8422	1.7474	28.7546	-14.7954	-0.1400	1.2332	0.4484	276875.0000	0.0333	17.3604	36.7921	0.6908	8.2791	0.5478	-0.3080	-0.7778	-0.1475	0.0000	0.0000
