Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
158105.4687	1.1407	4.1310	0.2865	-2.2759	9.2613	2.2991	-0.2457	-0.7301	-0.1757	158105.4687	0.2333	0.9801	-0.5710	0.5050	9.7968	0.1652	-0.2500	-0.6367	0.0366	158105.4687	0.1174	-0.1689	-0.0485	-0.7226	3.9397	-8.8533	0.0362	-0.0167	0.6057	158105.4687	-0.4439	1.4814	-1.7898	0.1910	9.4499	2.7806	0.1118	-0.4918	-0.3396	158105.4687	-0.6897	0.7405	-0.4061	1.0281	9.8247	0.6956	0.0816	-0.5277	-0.2232	158105.4687	1.0563	-0.4067	-0.5085	-0.0765	6.0166	-8.0156	-0.2960	1.3718	0.1197	158115.2344	-2.4024	0.7265	0.0961	0.0383	9.7162	-1.0218	-0.1855	-0.6533	-0.1659	0.0000	0.0000
158115.2344	1.1407	4.1310	0.2865	-2.3548	9.4141	2.3736	-0.2476	-0.7146	-0.1584	158115.2344	-0.5402	0.4788	-0.6737	0.4254	9.7172	0.0096	-0.2635	-0.6602	0.0366	158115.2344	0.1174	-0.1689	-0.0485	-0.7226	4.0973	-8.7780	0.0362	-0.0167	0.6057	158115.2344	-0.4439	1.4814	-1.7898	0.1918	9.5263	2.8570	0.0882	-0.5144	-0.3536	158115.2344	-0.3145	0.8743	0.5448	1.0281	9.7477	0.7754	0.0816	-0.5362	-0.2274	158115.2344	1.0563	-0.4067	-0.5085	-0.0756	5.8642	-7.9329	-0.2880	1.3845	0.1315	158125.0000	-2.4024	0.7265	0.0961	-0.0413	9.5633	-1.0203	-0.1874	-0.6398	-0.1613	0.0000	0.0000
158125.0000	0.3080	2.6665	0.2032	-2.3541	9.4141	2.4488	-0.2552	-0.7087	-0.1692	158125.0000	-0.5402	0.4788	-0.6737	0.5050	9.7960	0.0866	-0.2635	-0.6602	0.0366	158125.0000	0.1174	-0.1689	-0.0485	-0.7226	4.0965	-8.8549	0.0443	0.0271	0.6344	158125.0000	-0.4439	1.4814	-1.7898	0.1903	9.5263	2.7026	0.0941	-0.5309	-0.3443	158125.0000	-0.3145	0.8743	0.5448	1.0281	9.8263	0.8536	0.0796	-0.5340	-0.2253	158125.0000	1.0563	-0.4067	-0.5085	-0.0757	5.9412	-7.9345	-0.2840	1.3697	0.1244	158134.7656	-0.4770	1.6044	0.9738	-0.0413	9.6397	-1.0211	-0.1744	-0.6226	-0.1636	0.0000	0.0000
158134.7656	0.3080	2.6665	0.2032	-2.3541	9.2613	2.4503	-0.2495	-0.7087	-0.1692	158134.7656	-0.5402	0.4788	-0.6737	0.5846	9.8748	0.1637	-0.2500	-0.6582	0.0344	158134.7656	0.4510	-0.0998	0.1617	-0.7226	4.0181	-8.8541	0.0423	-0.0271	0.6211	158134.7656	0.5357	2.0003	-2.7590	0.1903	9.6026	2.7018	0.0941	-0.5309	-0.3443	158134.7656	-0.3145	0.8743	0.5448	0.9499	9.8255	0.7746	0.0878	-0.5298	-0.2105	158134.7656	1.0563	-0.4067	-0.5085	0.0820	5.8641	-7.9361	-0.2820	1.3845	0.1291	158144.5312	-0.4770	1.6044	0.9738	0.1163	9.6382	-1.1766	-0.1781	-0.6456	-0.1567	0.0000	0.0000
158144.5312	0.3080	2.6665	0.2032	-2.3556	9.2613	2.2999	-0.2590	-0.7126	-0.1692	158144.5312	0.7012	-0.8586	-0.7092	0.4254	9.7976	0.2439	-0.2577	-0.6504	0.0430	158144.5312	0.4510	-0.0998	0.1617	-0.7226	4.1749	-8.8557	0.0302	0.0250	0.6211	158144.5312	0.5357	2.0003	-2.7590	0.1895	9.6026	2.6246	0.1039	-0.5267	-0.3419	158144.5312	-0.2680	1.3782	0.6264	0.9499	9.5930	0.8559	0.0878	-0.5298	-0.2105	158144.5312	0.8558	-0.3757	-0.2623	-0.0749	6.0198	-7.8565	-0.2820	1.3845	0.1291	158154.2969	-0.4770	1.6044	0.9738	-0.0421	9.7154	-1.0996	-0.1855	-0.6609	-0.1613	0.0000	0.0000
158154.2969	0.3080	2.6665	0.2032	-2.1939	9.1086	2.5254	-0.2476	-0.7262	-0.1670	158154.2969	0.7012	-0.8586	-0.7092	0.3458	9.6407	0.1684	-0.2558	-0.6758	0.0387	158154.2969	0.4510	-0.0998	0.1617	-0.7226	4.0181	-8.8541	0.0302	0.0250	0.6211	158154.2969	0.5357	2.0003	-2.7590	0.1121	9.6026	2.6254	0.0941	-0.5062	-0.3583	158154.2969	-0.2680	1.3782	0.6264	0.7934	9.7485	0.8544	0.0776	-0.5426	-0.2274	158154.2969	0.8558	-0.3757	-0.2623	0.0039	5.9427	-7.8565	-0.2900	1.3613	0.1221	158164.0625	-1.0666	1.3319	1.3459	0.1171	9.7919	-1.1003	-0.1985	-0.6456	-0.1521	0.0000	0.0000
158164.0625	0.9367	-0.5463	0.8958	-2.5127	9.1850	2.5279	-0.2533	-0.7282	-0.1800	158164.0625	0.7012	-0.8586	-0.7092	0.3458	9.7187	0.1668	-0.2558	-0.6758	0.0387	158164.0625	-0.1133	-1.1355	0.0810	-0.8005	3.9420	-8.6221	0.0282	0.0083	0.6344	158164.0625	0.8113	1.6454	-1.8024	0.1113	9.6026	2.5482	0.0804	-0.5185	-0.3489	158164.0625	-0.2680	1.3782	0.6264	0.8716	9.6692	0.6971	0.0714	-0.5553	-0.2232	158164.0625	0.8558	-0.3757	-0.2623	-0.0757	6.0182	-7.9360	-0.2860	1.3971	0.1221	158173.8281	-1.0666	1.3319	1.3459	-0.0421	9.7919	-1.1003	-0.1929	-0.6188	-0.1613	0.0000	0.0000
158173.8281	0.9367	-0.5463	0.8958	-2.5135	9.1850	2.4527	-0.2381	-0.7204	-0.1735	158173.8281	0.7012	-0.8586	-0.7092	0.4254	9.7960	0.0866	-0.2558	-0.6484	0.0387	158173.8281	-0.1133	-1.1355	0.0810	-0.8005	4.0181	-8.8533	0.0423	-0.0083	0.6366	158173.8281	0.8113	1.6454	-1.8024	0.1880	9.5263	2.4710	0.0804	-0.5185	-0.3489	158173.8281	-0.2680	1.3782	0.6264	0.7934	9.6716	0.9341	0.0714	-0.5553	-0.2232	158173.8281	0.0588	-0.3865	-0.3585	-0.0757	5.9412	-7.9345	-0.2860	1.3971	0.1221	158183.5937	-1.0666	1.3319	1.3459	-0.0429	9.7911	-1.1781	-0.1874	-0.6628	-0.1613	0.0000	0.0000
158183.5937	0.9367	-0.5463	0.8958	-2.3541	9.2613	2.4503	-0.2495	-0.7282	-0.1779	158183.5937	0.7873	0.1854	-0.3842	0.3458	9.7203	0.3240	-0.2596	-0.6504	0.0409	158183.5937	-0.1133	-1.1355	0.0810	-0.7226	4.0173	-8.9309	0.0423	-0.0083	0.6366	158183.5937	0.8113	1.6454	-1.8024	0.0347	9.6026	2.6262	0.0961	-0.5412	-0.3419	158183.5937	-0.2115	0.9803	0.1783	0.8716	9.7485	0.8544	0.0633	-0.5574	-0.2105	158183.5937	0.0588	-0.3865	-0.3585	-0.1545	6.0182	-7.9344	-0.2820	1.3655	0.1338	158193.3594	-1.0666	1.3319	1.3459	0.0352	9.7131	-1.3329	-0.1911	-0.6437	-0.1613	0.0000	0.0000
158193.3594	0.0942	-1.2743	1.4986	-2.4353	9.1850	2.3015	-0.2381	-0.7243	-0.1735	158193.3594	0.7873	0.1854	-0.3842	0.4254	9.8740	0.0851	-0.2500	-0.6621	0.0366	158193.3594	-0.1133	-1.1355	0.0810	-0.7226	4.0973	-8.7780	0.0342	-0.0021	0.6322	158193.3594	0.8113	1.6454	-1.8024	0.1121	9.6026	2.6254	0.0961	-0.5617	-0.3536	158193.3594	-0.2115	0.9803	0.1783	0.8716	9.7469	0.6964	0.0633	-0.5872	-0.2316	158193.3594	0.0588	-0.3865	-0.3585	-0.0748	5.8658	-7.8534	-0.2780	1.3845	0.1291	158203.1250	0.6772	0.8476	0.7912	0.1171	9.7154	-1.0996	-0.1800	-0.6456	-0.1590	0.0000	0.0000
158203.1250	0.0942	-1.2743	1.4986	-2.5954	9.2613	2.2271	-0.2552	-0.7049	-0.1670	158203.1250	0.7873	0.1854	-0.3842	0.5050	9.7187	0.1668	-0.2500	-0.6621	0.0366	158203.1250	-0.4235	-0.0376	-0.2090	-0.7226	4.0973	-8.7780	0.0282	0.0000	0.6167	158203.1250	-0.4745	-1.4818	-0.5968	0.0355	9.6026	2.7034	0.1059	-0.5041	-0.3443	158203.1250	-0.2115	0.9803	0.1783	0.8716	9.7485	0.8544	0.0714	-0.5383	-0.2168	158203.1250	0.2311	-0.1671	-0.3058	-0.0749	5.9428	-7.8549	-0.2900	1.3803	0.1221	158212.8906	0.6772	0.8476	0.7912	0.0367	9.5617	-1.1758	-0.2078	-0.6418	-0.1567	0.0000	0.0000
158212.8906	0.0942	-1.2743	1.4986	-2.3563	9.4141	2.2232	-0.2571	-0.7087	-0.1714	158212.8906	0.5235	0.4655	-0.0564	0.5846	9.7187	0.1668	-0.2519	-0.6660	0.0366	158212.8906	-0.4235	-0.0376	-0.2090	-0.6448	4.0188	-8.7780	0.0423	-0.0063	0.6366	158212.8906	-0.4745	-1.4818	-0.5968	0.1113	9.6026	2.5482	0.1059	-0.5041	-0.3443	158212.8906	0.4375	-0.6157	-0.4350	0.8716	9.7485	0.8544	0.0714	-0.5383	-0.2168	158212.8906	0.2311	-0.1671	-0.3058	-0.0757	5.9412	-7.9345	-0.2900	1.3803	0.1221	158222.6562	0.6772	0.8476	0.7912	0.1156	9.7139	-1.2551	-0.1818	-0.6149	-0.1544	0.0000	0.0000
158222.6562	-1.0990	-0.5260	0.7649	-2.5142	9.4141	2.3752	-0.2590	-0.7107	-0.1649	158222.6562	0.5235	0.4655	-0.0564	0.5050	9.7187	0.1668	-0.2615	-0.6641	0.0366	158222.6562	-0.4235	-0.0376	-0.2090	-0.8005	4.0973	-8.7773	0.0423	-0.0063	0.6366	158222.6562	-0.4745	-1.4818	-0.5968	0.1129	9.6026	2.7026	0.0863	-0.5144	-0.3513	158222.6562	0.4375	-0.6157	-0.4350	0.8716	9.8255	0.7746	0.0653	-0.5511	-0.2105	158222.6562	0.2311	-0.1671	-0.3058	-0.0749	5.9428	-7.8549	-0.2760	1.3782	0.1244	158232.4219	0.9912	0.4238	0.2483	0.1967	9.7154	-1.0996	-0.1985	-0.6724	-0.1705	0.0000	0.0000
158232.4219	-1.0990	-0.5260	0.7649	-2.3548	9.4141	2.3736	-0.2457	-0.7010	-0.1735	158232.4219	0.5235	0.4655	-0.0564	0.5846	9.6391	0.0111	-0.2615	-0.6504	0.0366	158232.4219	-0.1639	0.1099	-0.0429	-0.7226	4.0973	-8.7780	0.0241	-0.0083	0.6189	158232.4219	0.5664	-0.6008	0.1126	0.0347	9.4499	2.6277	0.0980	-0.5350	-0.3607	158232.4219	0.4375	-0.6157	-0.4350	0.9499	9.7485	0.8544	0.0714	-0.5638	-0.2232	158232.4219	0.2311	-0.1671	-0.3058	-0.0748	5.8658	-7.8534	-0.2900	1.3908	0.1244	158242.1875	0.9912	0.4238	0.2483	-0.0429	9.7146	-1.1773	-0.2078	-0.6341	-0.1567	0.0000	0.0000
158242.1875	-1.0990	-0.5260	0.7649	-2.3563	9.4141	2.2232	-0.2495	-0.7282	-0.1757	158242.1875	-0.1271	-0.9933	0.2959	0.6642	9.8740	0.0851	-0.2558	-0.6504	0.0344	158242.1875	-0.1639	0.1099	-0.0429	-0.7226	4.1749	-8.8557	0.0362	0.0042	0.6189	158242.1875	0.5664	-0.6008	0.1126	0.1129	9.6790	2.7018	0.0980	-0.5350	-0.3607	158242.1875	0.5434	0.3002	-0.5178	0.9499	9.7477	0.7754	0.0714	-0.5638	-0.2232	158242.1875	0.9507	-0.5653	-0.1431	-0.0757	5.9412	-7.9345	-0.2820	1.3676	0.1244	158251.9531	0.9912	0.4238	0.2483	0.0360	9.7139	-1.2551	-0.1948	-0.6494	-0.1682	0.0000	0.0000
158251.9531	-1.0990	-0.5260	0.7649	-2.4345	9.4141	2.3744	-0.2381	-0.7282	-0.1735	158251.9531	-0.1271	-0.9933	0.2959	0.5050	9.7976	0.2439	-0.2577	-0.6621	0.0430	158251.9531	-0.1639	0.1099	-0.0429	-0.7226	3.9412	-8.6997	0.0362	0.0042	0.6189	158251.9531	0.5664	-0.6008	0.1126	0.1903	9.5263	2.7026	0.0824	-0.5185	-0.3560	158251.9531	0.5434	0.3002	-0.5178	1.1846	9.7485	0.8544	0.0735	-0.5638	-0.2253	158251.9531	0.9507	-0.5653	-0.1431	-0.0741	6.0214	-7.7769	-0.2820	1.3676	0.1244	158261.7187	0.7215	-0.3330	0.6531	0.0375	9.6390	-1.0988	-0.1763	-0.6513	-0.1682	0.0000	0.0000
158261.7187	-0.7859	-1.7258	0.0747	-2.3556	9.2613	2.2999	-0.2476	-0.7282	-0.1735	158261.7187	-0.1271	-0.9933	0.2959	0.4254	9.7195	0.2454	-0.2596	-0.6680	0.0344	158261.7187	0.2246	-0.0948	0.0272	-0.7226	4.0196	-8.7004	0.0342	0.0146	0.6366	158261.7187	0.2755	2.4064	0.2517	0.1113	9.5263	2.5490	0.1078	-0.4979	-0.3466	158261.7187	0.5434	0.3002	-0.5178	1.2628	9.7493	0.9334	0.0816	-0.5660	-0.2147	158261.7187	0.9507	-0.5653	-0.1431	0.0827	5.9427	-7.8581	-0.2800	1.3866	0.1315	158271.4844	0.7215	-0.3330	0.6531	0.0367	9.7911	-1.1781	-0.1967	-0.6609	-0.1659	0.0000	0.0000
158271.4844	-0.7859	-1.7258	0.0747	-2.4353	9.3377	2.3000	-0.2362	-0.7204	-0.1779	158271.4844	-0.1271	-0.9933	0.2959	0.4254	9.8732	0.0065	-0.2596	-0.6680	0.0344	158271.4844	0.2246	-0.0948	0.0272	-0.7226	4.0973	-8.7780	0.0423	0.0208	0.6211	158271.4844	0.2755	2.4064	0.2517	0.2669	9.5263	2.6246	0.0961	-0.5185	-0.3583	158271.4844	0.1087	0.2587	0.2017	1.3411	9.5922	0.7769	0.0796	-0.5745	-0.2232	158271.4844	0.8060	-0.4255	-0.5609	-0.1537	6.0198	-7.8549	-0.2900	1.3529	0.1174	158281.2500	0.7215	-0.3330	0.6531	0.0367	9.7146	-1.1773	-0.1911	-0.6743	-0.1613	0.0000	0.0000
158281.2500	-0.7859	-1.7258	0.0747	-2.5142	9.2613	2.3767	-0.2590	-0.7126	-0.1735	158281.2500	-0.0470	-1.0305	0.4894	0.5846	9.7968	0.1652	-0.2500	-0.6387	0.0366	158281.2500	0.2246	-0.0948	0.0272	-0.7226	3.9412	-8.6997	0.0402	0.0250	0.6211	158281.2500	0.2755	2.4064	0.2517	0.1895	9.5263	2.6254	0.0961	-0.5185	-0.3583	158281.2500	0.1087	0.2587	0.2017	1.1064	9.5938	0.9349	0.0796	-0.5745	-0.2232	158281.2500	0.8060	-0.4255	-0.5609	-0.0749	6.0198	-7.8565	-0.2840	1.3929	0.1268	158291.0156	0.3202	-0.6508	0.0781	0.0383	9.7162	-1.0218	-0.1763	-0.6130	-0.1590	0.0000	0.0000
158291.0156	0.6274	0.0244	-0.2179	-2.5142	9.2613	2.3767	-0.2514	-0.7087	-0.1649	158291.0156	-0.0470	-1.0305	0.4894	0.4254	9.7968	0.1652	-0.2654	-0.6523	0.0387	158291.0156	0.2246	-0.0948	0.0272	-0.8005	4.0973	-8.7773	0.0402	0.0250	0.6211	158291.0156	-0.3061	0.1583	-1.0025	0.2677	9.4499	2.7026	0.0980	-0.5473	-0.3536	158291.0156	0.1087	0.2587	0.2017	1.1846	9.5930	0.8559	0.0694	-0.5723	-0.2274	158291.0156	0.8060	-0.4255	-0.5609	-0.0765	6.0166	-8.0156	-0.2840	1.3929	0.1268	158300.7812	0.3202	-0.6508	0.0781	-0.0429	9.7911	-1.1781	-0.1725	-0.6169	-0.1544	0.0000	0.0000
158300.7812	0.6274	0.0244	-0.2179	-2.4360	9.2613	2.2255	-0.2629	-0.7146	-0.1670	158300.7812	-0.0470	-1.0305	0.4894	0.5050	9.6415	0.2470	-0.2462	-0.6621	0.0387	158300.7812	0.1771	-0.2023	0.0570	-0.7226	4.0188	-8.7773	0.0483	0.0187	0.6432	158300.7812	-0.3061	0.1583	-1.0025	0.1121	9.5263	2.6262	0.1078	-0.5021	-0.3489	158300.7812	-0.0532	-0.8706	0.7724	0.9499	9.6692	0.6971	0.0898	-0.5574	-0.2295	158300.7812	0.3239	-0.2293	-0.3831	-0.1545	5.9412	-7.9329	-0.2860	1.3634	0.1338	158310.5469	0.3202	-0.6508	0.0781	0.0375	9.7919	-1.1003	-0.1800	-0.6303	-0.1705	0.0000	0.0000
158310.5469	0.6274	0.0244	-0.2179	-2.5142	9.1850	2.3775	-0.2514	-0.6990	-0.1757	158310.5469	1.3468	-0.4682	0.4835	0.5050	9.6415	0.2470	-0.2462	-0.6621	0.0387	158310.5469	0.1771	-0.2023	0.0570	-0.5669	4.0980	-8.7028	0.0362	0.0083	0.6344	158310.5469	-0.3061	0.1583	-1.0025	0.0347	9.6026	2.6262	0.1078	-0.5082	-0.3443	158310.5469	-0.0532	-0.8706	0.7724	1.0281	9.7477	0.7754	0.0898	-0.5574	-0.2295	158310.5469	0.3239	-0.2293	-0.3831	-0.0741	5.9444	-7.7754	-0.2760	1.3866	0.1244	158320.3125	0.3202	-0.6508	0.0781	0.1952	9.7139	-1.2551	-0.1763	-0.6322	-0.1613	0.0000	0.0000
158320.3125	0.0330	-0.6294	0.4253	-2.4338	9.1850	2.4519	-0.2610	-0.7262	-0.1627	158320.3125	1.3468	-0.4682	0.4835	0.5050	9.7172	0.0096	-0.2596	-0.6836	0.0323	158320.3125	0.1771	-0.2023	0.0570	-0.5669	4.0188	-8.7788	0.0362	0.0083	0.6344	158320.3125	-0.3061	0.1583	-1.0025	0.0363	9.5263	2.7813	0.1078	-0.5082	-0.3443	158320.3125	-0.0532	-0.8706	0.7724	0.9499	9.7485	0.8544	0.0735	-0.5447	-0.2295	158320.3125	0.3239	-0.2293	-0.3831	0.0048	5.8674	-7.7754	-0.2920	1.3782	0.1268	158330.0781	0.6075	-0.5903	-0.1001	0.0383	9.7162	-1.0218	-0.1874	-0.6609	-0.1613	0.0000	0.0000
158330.0781	0.0330	-0.6294	0.4253	-2.5142	9.2613	2.3767	-0.2419	-0.7282	-0.1822	158330.0781	1.3468	-0.4682	0.4835	0.3458	9.6407	0.1684	-0.2635	-0.6719	0.0409	158330.0781	-0.0471	-0.0882	-0.1677	-0.6448	4.0188	-8.7780	0.0262	0.0125	0.6211	158330.0781	1.5919	-1.2756	-0.9934	0.1121	9.6026	2.6254	0.0863	-0.5350	-0.3489	158330.0781	-0.0532	-0.8706	0.7724	0.9499	9.7485	0.8544	0.0918	-0.5319	-0.2337	158330.0781	-0.0989	-0.1019	-0.5219	0.0031	6.0951	-7.9391	-0.2920	1.3782	0.1268	158339.8437	0.6075	-0.5903	-0.1001	0.0367	9.6382	-1.1766	-0.1948	-0.6284	-0.1613	0.0000	0.0000
158339.8437	0.0330	-0.6294	0.4253	-2.4360	9.3377	2.2248	-0.2533	-0.7340	-0.1735	158339.8437	0.5413	-0.7694	0.4895	0.4254	9.7187	0.1668	-0.2519	-0.6504	0.0301	158339.8437	-0.0471	-0.0882	-0.1677	-0.6448	4.0181	-8.8549	0.0342	0.0000	0.6300	158339.8437	1.5919	-1.2756	-0.9934	0.0340	9.5263	2.5498	0.1059	-0.5247	-0.3466	158339.8437	-0.1593	-0.1207	0.8259	0.7934	9.7469	0.6964	0.0898	-0.5277	-0.2168	158339.8437	-0.0989	-0.1019	-0.5219	0.0039	5.9427	-7.8565	-0.2760	1.3782	0.1221	158349.6094	0.6075	-0.5903	-0.1001	0.0367	9.7146	-1.1773	-0.1763	-0.6475	-0.1659	0.0000	0.0000
158349.6094	-0.8335	-0.7434	0.2867	-2.4353	9.3377	2.3000	-0.2419	-0.7204	-0.1800	158349.6094	0.5413	-0.7694	0.4895	0.4254	9.7976	0.2439	-0.2519	-0.6504	0.0301	158349.6094	-0.0471	-0.0882	-0.1677	-0.7226	3.9404	-8.7765	0.0302	-0.0146	0.6256	158349.6094	1.5919	-1.2756	-0.9934	-0.0434	9.6790	2.5490	0.1059	-0.5247	-0.3466	158349.6094	-0.1593	-0.1207	0.8259	0.9499	9.7477	0.7754	0.0898	-0.5277	-0.2168	158349.6094	-0.0989	-0.1019	-0.5219	-0.1537	5.9428	-7.8533	-0.2900	1.3908	0.1268	158359.3750	0.8395	-0.4692	0.2847	0.0367	9.7146	-1.1773	-0.1781	-0.6628	-0.1705	0.0000	0.0000
158359.3750	-0.8335	-0.7434	0.2867	-2.5142	9.3377	2.3759	-0.2476	-0.7340	-0.1670	158359.3750	0.5413	-0.7694	0.4895	0.5050	9.7187	0.1668	-0.2577	-0.6504	0.0344	158359.3750	-0.2119	-0.0259	-0.1350	-0.7226	4.0973	-8.7780	0.0302	-0.0146	0.6256	158359.3750	1.0409	0.2608	-0.8229	-0.0419	9.5263	2.7049	0.1078	-0.4979	-0.3419	158359.3750	-0.1593	-0.1207	0.8259	0.7934	9.8263	0.8536	0.0837	-0.5319	-0.2211	158359.3750	-0.0989	-0.1019	-0.5219	-0.1536	5.7888	-7.8503	-0.2780	1.3676	0.1268	158369.1406	0.8395	-0.4692	0.2847	0.1959	9.7146	-1.1773	-0.1967	-0.6456	-0.1705	0.0000	0.0000
158369.1406	-0.8335	-0.7434	0.2867	-2.5150	9.1850	2.3023	-0.2495	-0.7029	-0.1670	158369.1406	0.6663	-0.9565	0.3631	0.3458	9.7952	0.0080	-0.2673	-0.6660	0.0452	158369.1406	-0.2119	-0.0259	-0.1350	-0.5669	3.8612	-8.8541	0.0282	0.0000	0.6211	158369.1406	1.0409	0.2608	-0.8229	-0.0427	9.6026	2.6270	0.0882	-0.5123	-0.3630	158369.1406	0.0506	-0.0769	0.4894	0.8716	9.8271	0.9326	0.0857	-0.5383	-0.2189	158369.1406	0.1847	-0.1971	-0.2590	-0.0756	5.8642	-7.9329	-0.2780	1.3676	0.1268	158378.9062	0.8395	-0.4692	0.2847	0.0367	9.7911	-1.1781	-0.1855	-0.6322	-0.1613	0.0000	0.0000
158378.9062	-0.8335	-0.7434	0.2867	-2.5939	9.1850	2.3783	-0.2476	-0.7223	-0.1627	158378.9062	0.6663	-0.9565	0.3631	0.4254	9.7172	0.0096	-0.2423	-0.6367	0.0409	158378.9062	-0.2119	-0.0259	-0.1350	-0.5669	4.0973	-8.7796	0.0362	-0.0146	0.6256	158378.9062	1.0409	0.2608	-0.8229	-0.0434	9.6026	2.5498	0.0902	-0.5247	-0.3396	158378.9062	0.0506	-0.0769	0.4894	0.7934	9.8263	0.8536	0.0857	-0.5383	-0.2189	158378.9062	0.1847	-0.1971	-0.2590	-0.0741	5.9444	-7.7754	-0.2720	1.3803	0.1268	158388.6719	-1.0049	-0.7870	-0.0962	0.0360	9.7139	-1.2551	-0.1800	-0.6418	-0.1659	0.0000	0.0000
158388.6719	-0.2751	-0.5802	0.3968	-2.5157	9.2613	2.2263	-0.2495	-0.7029	-0.1714	158388.6719	0.6663	-0.9565	0.3631	0.3458	9.7180	0.0882	-0.2423	-0.6367	0.0409	158388.6719	-0.2119	-0.0259	-0.1350	-0.7226	3.9412	-8.6997	0.0362	-0.0146	0.6256	158388.6719	0.1378	0.5615	-0.0179	0.0355	9.6026	2.7034	0.0902	-0.5247	-0.3396	158388.6719	0.0506	-0.0769	0.4894	0.8716	9.8271	0.9326	0.0694	-0.5617	-0.2232	158388.6719	0.1847	-0.1971	-0.2590	0.0032	5.7872	-7.9330	-0.2840	1.3634	0.1244	158398.4375	-1.0049	-0.7870	-0.0962	0.0375	9.9448	-1.1019	-0.1892	-0.6494	-0.1590	0.0000	0.0000
